,ISO,year,country,break,local_currency_code,F_local,F_usd,M_local,M_usd,T_local,T_usd,ratio_local,ratio_usd,female_share,male_share,balanced_avg,balanced_ratio
191,BRA,2020,Brazil,False,BRL,2203.24,427.384,2670.106,517.946,2459.159,477.027,0.825,0.825,0.451,0.548,2436.673,0.904
192,BRA,2021,Brazil,False,BRL,2190.46,406.062,2598.59,481.72,2414.265,447.55,0.842,0.842,0.451,0.548,2394.525,0.914
193,BRA,2022,Brazil,False,BRL,2350.195,455.114,2840.064,549.977,2614.37,506.271,0.827,0.827,0.46,0.539,2595.129,0.905
194,BRA,2023,Brazil,False,BRL,2574.013,515.381,3110.729,622.846,2861.414,572.927,0.827,0.827,0.464,0.535,2842.371,0.905
195,BRB,2016,Barbados,False,BBD,2621.563,1310.782,2752.469,1376.234,2680.239,1340.12,0.952,0.952,0.551,0.448,2687.016,0.975
196,BRN,2014,Brunei Darussalam,True,BND,1684.674,1329.613,1887.158,1489.423,1799.403,1420.162,0.892,0.892,0.433,0.566,1785.916,0.943
197,BTN,2018,Bhutan,False,BTN,13775.825,201.432,16564.069,242.202,15743.924,230.21,0.831,0.831,0.294,0.705,15169.947,0.908
198,BTN,2019,Bhutan,False,BTN,18006.71,255.703,19923.594,282.924,19387.236,275.307,0.903,0.903,0.279,0.72,18965.152,0.949
199,BTN,2020,Bhutan,False,BTN,17775.194,239.883,20846.312,281.328,19894.841,268.488,0.852,0.852,0.309,0.69,19310.753,0.92
200,BTN,2021,Bhutan,False,BTN,19327.814,261.476,21482.459,290.626,20815.641,281.604,0.899,0.899,0.309,0.69,20405.136,0.947
201,BTN,2022,Bhutan,False,BTN,20583.052,261.856,22819.105,290.303,22169.88,282.043,0.902,0.902,0.29,0.709,21701.078,0.948
202,BTN,2023,Bhutan,False,BTN,21913.172,265.295,27683.361,335.153,26032.675,315.168,0.791,0.791,0.286,0.713,24798.266,0.883
203,BWA,2005,Botswana,False,BWP,1800.0,351.786,2348.0,458.885,2141.0,418.43,0.766,0.766,0.377,0.622,2074.0,0.867
204,BWA,2009,Botswana,False,BWP,3769.0,526.754,5012.0,700.475,4443.0,620.952,0.751,0.751,0.457,0.542,4390.5,0.858
205,BWA,2010,Botswana,False,BWP,4462.0,656.792,4778.0,703.306,4641.0,683.14,0.933,0.933,0.433,0.566,4620.0,0.965
206,BWA,2019,Botswana,True,BWP,4235.024,393.741,6093.103,566.491,5122.271,476.23,0.695,0.695,0.522,0.477,5164.063,0.82
207,BWA,2020,Botswana,False,BWP,4655.664,406.387,5838.148,509.604,5218.258,455.495,0.797,0.797,0.524,0.475,5246.906,0.887
208,BWA,2021,Botswana,False,BWP,5175.16,466.766,5899.175,532.068,5511.695,497.12,0.877,0.877,0.535,0.464,5537.167,0.934
209,BWA,2022,Botswana,False,BWP,5782.476,467.505,6393.523,516.907,6088.48,492.245,0.904,0.904,0.499,0.5,6087.999,0.949
210,BWA,2023,Botswana,False,BWP,6088.377,447.794,6902.199,507.65,6490.037,477.336,0.882,0.882,0.506,0.493,6495.288,0.937
211,CAN,1997,Canada,False,CAD,2014.58,1454.993,2911.282,2102.619,2484.415,1794.322,0.691,0.691,0.476,0.523,2462.931,0.817
212,CAN,1998,Canada,False,CAD,2048.231,1380.67,2954.137,1991.322,2520.141,1698.774,0.693,0.693,0.479,0.52,2501.184,0.818
213,CAN,1999,Canada,False,CAD,2108.844,1419.423,3030.799,2039.974,2587.05,1741.295,0.695,0.695,0.481,0.518,2569.821,0.82
214,CAN,2000,Canada,False,CAD,2171.566,1461.946,3129.162,2106.621,2668.78,1796.681,0.693,0.693,0.48,0.519,2650.363,0.819
215,CAN,2001,Canada,False,CAD,2251.505,1453.672,3226.666,2083.279,2753.955,1778.076,0.697,0.697,0.484,0.515,2739.085,0.821
216,CAN,2002,Canada,False,CAD,2318.962,1476.724,3286.515,2092.864,2816.565,1793.599,0.705,0.705,0.485,0.514,2802.738,0.827
217,CAN,2003,Canada,False,CAD,2377.102,1696.7,3343.768,2386.676,2870.608,2048.949,0.71,0.71,0.489,0.51,2860.435,0.831
218,CAN,2004,Canada,False,CAD,2459.931,1890.391,3413.74,2623.367,2945.281,2263.369,0.72,0.72,0.491,0.508,2936.835,0.837
219,CAN,2005,Canada,False,CAD,2556.658,2110.49,3517.656,2903.782,3046.037,2514.466,0.726,0.726,0.49,0.509,3037.157,0.841
220,CAN,2006,Canada,False,CAD,2701.041,2381.146,3726.06,3284.769,3222.631,2840.962,0.724,0.724,0.491,0.508,3213.55,0.84
221,CAN,2007,Canada,False,CAD,2810.545,2616.783,3877.22,3609.921,3349.55,3118.629,0.724,0.724,0.494,0.505,3343.882,0.84
222,CAN,2008,Canada,False,CAD,2911.129,2728.109,4036.108,3782.361,3478.552,3259.858,0.721,0.721,0.495,0.504,3473.618,0.838
223,CAN,2009,Canada,False,CAD,3033.771,2657.623,4124.712,3613.303,3576.538,3133.095,0.735,0.735,0.502,0.497,3579.242,0.847
224,CAN,2010,Canada,False,CAD,3092.349,3001.952,4202.263,4079.421,3646.086,3539.502,0.735,0.735,0.501,0.498,3647.306,0.847
225,CAN,2011,Canada,False,CAD,3185.189,3219.775,4283.804,4330.319,3737.984,3778.573,0.743,0.743,0.496,0.503,3734.496,0.852
226,CAN,2012,Canada,False,CAD,3283.722,3285.809,4412.566,4415.371,3851.568,3854.017,0.744,0.744,0.496,0.503,3848.144,0.853
227,CAN,2013,Canada,False,CAD,3359.807,3261.513,4496.078,4364.542,3932.243,3817.202,0.747,0.747,0.496,0.503,3927.942,0.855
228,CAN,2014,Canada,False,CAD,3416.961,3092.98,4574.151,4140.451,4001.692,3622.269,0.747,0.747,0.494,0.505,3995.555,0.855
229,CAN,2015,Canada,False,CAD,3526.878,2757.988,4673.713,3654.804,4108.037,3212.45,0.754,0.754,0.493,0.506,4100.295,0.86
230,CAN,2016,Canada,False,CAD,3598.414,2714.524,4757.387,3588.814,4183.073,3155.571,0.756,0.756,0.495,0.504,4177.9,0.861
231,CAN,2017,Canada,False,CAD,3655.261,2816.211,4821.579,3714.805,4246.002,3271.35,0.758,0.758,0.493,0.506,4238.42,0.862
232,CAN,2018,Canada,False,CAD,3775.316,2913.462,4938.942,3811.447,4365.868,3369.199,0.764,0.764,0.492,0.507,4357.129,0.866
233,CAN,2019,Canada,False,CAD,3892.374,2933.67,5043.948,3801.608,4476.324,3373.791,0.771,0.771,0.492,0.507,4468.161,0.871
234,CAN,2020,Canada,False,CAD,4175.484,3113.355,5332.605,3976.136,4767.736,3554.954,0.783,0.783,0.488,0.511,4754.044,0.878
235,CAN,2021,Canada,False,CAD,4267.454,3403.408,5437.427,4336.492,4863.344,3878.645,0.784,0.784,0.49,0.509,4852.44,0.879
236,CAN,2022,Canada,False,CAD,4439.759,3411.12,5720.979,4395.496,5090.344,3910.972,0.776,0.776,0.492,0.507,5080.369,0.873
237,CAN,2023,Canada,False,CAD,4679.086,3466.224,5976.397,4427.261,5339.067,3955.132,0.782,0.782,0.491,0.508,5327.741,0.878
238,CHE,2021,Switzerland,False,EUR,4793.288,5669.215,7301.299,8635.541,6093.755,7207.33,0.656,0.656,0.481,0.518,6047.293,0.792
239,CHE,2022,Switzerland,False,EUR,4877.557,5136.304,7300.289,7687.559,6137.599,6463.19,0.668,0.668,0.479,0.52,6088.923,0.801
240,CHE,2023,Switzerland,False,EUR,5010.489,5417.684,7482.521,8090.615,6287.843,6798.847,0.669,0.669,0.483,0.516,6246.504,0.802
241,CHL,1990,Chile,True,CLP,53322.734,174.884,69676.979,228.522,64062.525,210.108,0.765,0.765,0.343,0.656,61499.856,0.867
242,CHL,1992,Chile,False,CLP,75383.042,207.91,99455.748,274.303,91193.298,251.515,0.757,0.757,0.343,0.656,87419.395,0.862
243,CHL,1994,Chile,False,CLP,110594.609,263.21,145595.256,346.51,133427.067,317.55,0.759,0.759,0.347,0.652,128094.932,0.863
244,CHL,1996,Chile,False,CLP,135987.586,329.854,174148.832,422.418,160546.564,389.424,0.78,0.78,0.356,0.643,155068.209,0.876
245,CHL,1998,Chile,False,CLP,167508.989,363.922,208582.981,453.158,193162.496,419.656,0.803,0.803,0.375,0.624,188045.985,0.89
246,CHL,2000,Chile,False,CLP,184516.46,341.958,228556.85,423.577,211685.024,392.309,0.807,0.807,0.383,0.616,206536.655,0.893
247,CHL,2003,Chile,False,CLP,197491.994,285.642,243018.487,351.489,225378.581,325.975,0.812,0.812,0.387,0.612,220255.24,0.896
248,CHL,2006,Chile,False,CLP,243554.786,459.299,309235.916,583.161,283601.784,534.82,0.787,0.787,0.39,0.609,276395.351,0.881
249,CHL,2009,Chile,False,CLP,318585.358,568.03,393764.362,702.073,363776.901,648.606,0.809,0.809,0.398,0.601,356174.86,0.894
250,CHL,2010,Chile,False,CLP,310598.444,608.719,421016.725,825.12,373991.276,732.958,0.737,0.737,0.425,0.574,365807.584,0.849
251,CHL,2011,Chile,False,CLP,357210.246,738.545,454442.28,939.576,414587.084,857.174,0.786,0.786,0.409,0.59,405826.263,0.88
252,CHL,2012,Chile,False,CLP,376668.831,774.288,507008.133,1042.215,450473.335,926.002,0.742,0.742,0.433,0.566,441838.481,0.852
253,CHL,2013,Chile,False,CLP,392538.74,792.571,502992.696,1015.587,456173.86,921.056,0.78,0.78,0.423,0.576,447765.718,0.876
254,CHL,2014,Chile,False,CLP,429826.953,753.622,563488.397,987.973,504523.405,884.588,0.762,0.762,0.441,0.558,496657.675,0.865
255,CHL,2015,Chile,False,CLP,443459.125,677.943,564122.913,862.41,511343.034,781.722,0.786,0.786,0.437,0.562,503791.019,0.88
256,CHL,2016,Chile,False,CLP,468546.849,692.136,617694.294,912.456,552112.084,815.578,0.758,0.758,0.439,0.56,543120.571,0.862
257,CHL,2017,Chile,False,CLP,517352.319,797.357,628891.612,969.265,579662.172,893.391,0.822,0.822,0.441,0.558,573121.965,0.902
258,CHL,2018,Chile,False,CLP,529511.502,825.714,676166.288,1054.406,609735.19,950.814,0.783,0.783,0.452,0.547,602838.895,0.878
259,CHL,2019,Chile,False,CLP,772550.291,1099.094,966758.484,1375.391,878042.394,1249.176,0.799,0.799,0.456,0.543,869654.387,0.888
260,CHL,2020,Chile,False,CLP,653320.945,824.144,806970.42,1017.967,735678.593,928.035,0.809,0.809,0.463,0.536,730145.682,0.894
261,CHL,2021,Chile,False,CLP,665763.165,877.21,795828.036,1048.583,740931.578,976.252,0.836,0.836,0.422,0.577,730795.6,0.911
262,CHL,2022,Chile,False,CLP,687026.352,786.689,815872.476,934.226,760766.442,871.126,0.842,0.842,0.427,0.572,751449.414,0.914
263,CHL,2023,Chile,False,CLP,796006.266,947.552,993483.763,1182.625,906199.753,1078.724,0.801,0.801,0.441,0.558,894745.014,0.889
264,CIV,2013,Côte d'Ivoire,False,XOF,90521.284,183.279,121780.568,246.57,114308.731,231.441,0.743,0.743,0.239,0.76,106150.926,0.852
265,CIV,2017,Côte d'Ivoire,False,XOF,92189.532,158.768,116543.039,200.709,110363.576,190.067,0.791,0.791,0.253,0.746,104366.285,0.883
266,CIV,2019,Côte d'Ivoire,False,XOF,108393.661,185.0,143479.961,244.884,135130.477,230.633,0.755,0.755,0.237,0.762,125936.811,0.86
267,CIV,2022,Côte d'Ivoire,False,XOF,115831.058,185.698,133753.888,214.432,128952.459,206.734,0.866,0.865,0.267,0.732,124792.473,0.928
268,COD,2005,"Congo, Democratic Republic of the",True,CDF,10990.888,23.192,14289.167,30.152,13688.537,28.884,0.769,0.769,0.182,0.817,12640.027,0.869
269,COD,2012,"Congo, Democratic Republic of the",True,CDF,66302.303,72.087,94306.63,102.534,87813.179,95.475,0.703,0.703,0.231,0.768,80304.466,0.825
270,COL,2010,Colombia,True,COP,773402.687,407.269,823719.293,433.765,802608.039,422.648,0.938,0.938,0.419,0.58,798560.99,0.968
271,COL,2011,Colombia,False,COP,810752.398,438.715,853920.254,462.074,836036.115,452.396,0.949,0.949,0.414,0.585,832336.326,0.974
272,COL,2012,Colombia,False,COP,844668.493,469.779,904154.891,502.864,879375.151,489.082,0.934,0.934,0.416,0.583,874411.692,0.965
273,COL,2013,Colombia,False,COP,892793.719,477.712,948766.251,507.662,925139.02,495.019,0.941,0.941,0.422,0.577,920779.985,0.969
274,COL,2014,Colombia,False,COP,914481.964,456.988,993236.707,496.344,959581.069,479.526,0.92,0.92,0.427,0.572,953859.335,0.958
275,COL,2015,Colombia,False,COP,940664.969,343.085,1005254.134,366.643,977329.688,356.458,0.935,0.935,0.432,0.567,972959.551,0.966
276,COL,2016,Colombia,False,COP,996583.641,326.187,1066749.864,349.152,1036404.645,339.22,0.934,0.934,0.432,0.567,1031666.752,0.965
277,COL,2017,Colombia,False,COP,1056609.176,357.992,1114295.661,377.537,1089188.331,369.03,0.948,0.948,0.435,0.564,1085452.418,0.973
278,COM,2004,Comoros,False,KMF,98117.352,248.082,115763.108,292.698,112039.802,283.284,0.847,0.847,0.211,0.788,106940.23,0.917
279,COM,2014,Comoros,False,KMF,81680.524,220.569,85442.702,230.728,84376.213,227.848,0.955,0.955,0.283,0.716,83561.613,0.977
280,COM,2021,Comoros,False,KMF,85218.239,204.873,114104.982,274.32,105355.189,253.285,0.746,0.746,0.302,0.697,99661.61,0.855
281,CPV,2015,Cabo Verde,True,CVE,30874.339,310.652,33332.483,335.385,32193.003,323.92,0.926,0.926,0.463,0.536,32103.411,0.961
282,CRI,1990,Costa Rica,False,CRC,18508.0,202.098,22470.0,245.361,21233.0,231.854,0.823,0.823,0.312,0.687,20489.0,0.903
283,CRI,1991,Costa Rica,False,CRC,23843.0,194.744,27124.0,221.543,26079.0,213.007,0.879,0.879,0.318,0.681,25483.5,0.935
284,CRI,1992,Costa Rica,False,CRC,29848.0,221.908,34583.0,257.111,33070.0,245.862,0.863,0.863,0.319,0.68,32215.5,0.926
285,CRI,1993,Costa Rica,False,CRC,37242.0,261.951,41304.0,290.522,40020.0,281.491,0.901,0.901,0.316,0.683,39273.0,0.948
286,CRI,1994,Costa Rica,False,CRC,42435.0,270.172,49247.0,313.542,47119.0,299.994,0.861,0.861,0.312,0.687,45841.0,0.925
287,CRI,1995,Costa Rica,False,CRC,50837.0,282.853,59809.0,332.773,56907.0,316.626,0.849,0.849,0.323,0.676,55323.0,0.918
288,CRI,1996,Costa Rica,False,CRC,60739.0,292.452,68807.0,331.298,66228.0,318.88,0.882,0.882,0.319,0.68,64773.0,0.937
289,CRI,1997,Costa Rica,False,CRC,72399.0,311.263,77307.0,332.364,75687.0,325.399,0.936,0.936,0.33,0.669,74853.0,0.967
290,CRI,1998,Costa Rica,False,CRC,78949.0,306.921,89794.0,349.082,86161.0,334.958,0.879,0.879,0.334,0.665,84371.5,0.935
291,CRI,1999,Costa Rica,False,CRC,84933.6,297.298,100530.4,351.893,95235.4,333.358,0.844,0.844,0.339,0.66,92732.0,0.915
292,CRI,2000,Costa Rica,False,CRC,97042.0,314.881,111081.0,360.434,106272.0,344.83,0.873,0.873,0.342,0.657,104061.5,0.932
293,CRI,2001,Costa Rica,False,CRC,123233.0,374.716,137032.0,416.674,132037.0,401.486,0.899,0.899,0.361,0.638,130132.5,0.946
294,CRI,2002,Costa Rica,False,CRC,126196.864,350.725,148041.277,411.434,140127.922,389.442,0.852,0.852,0.362,0.637,137119.07,0.92
295,CRI,2003,Costa Rica,False,CRC,142190.262,356.668,158220.563,396.879,152514.108,382.565,0.898,0.898,0.355,0.644,150205.412,0.946
296,CRI,2004,Costa Rica,False,CRC,156834.0,358.122,172119.0,393.024,166804.0,380.888,0.911,0.911,0.347,0.652,164476.5,0.953
297,CRI,2006,Costa Rica,False,CRC,190884.445,373.33,218194.382,426.743,207932.65,406.673,0.874,0.874,0.375,0.624,204539.413,0.933
298,CRI,2007,Costa Rica,False,CRC,211304.768,409.016,250688.616,485.25,235611.362,456.066,0.842,0.842,0.382,0.617,230996.692,0.914
299,CRI,2010,Costa Rica,False,CRC,350939.289,667.402,390655.068,742.932,374645.139,712.484,0.898,0.898,0.403,0.596,370797.178,0.946
300,CRI,2011,Costa Rica,False,CRC,378174.028,747.876,400326.513,791.684,391602.263,774.431,0.944,0.944,0.393,0.606,389250.27,0.971
301,CRI,2012,Costa Rica,False,CRC,413323.896,821.878,450254.744,895.314,435125.827,865.231,0.917,0.917,0.409,0.59,431789.32,0.957
302,CRI,2013,Costa Rica,False,CRC,449991.628,900.403,489771.182,979.999,473389.803,947.221,0.918,0.918,0.411,0.588,469881.405,0.957
303,CRI,2014,Costa Rica,False,CRC,454867.967,844.981,508735.864,945.048,486979.629,904.633,0.894,0.894,0.403,0.596,481801.915,0.944
304,CRI,2015,Costa Rica,False,CRC,474344.99,887.346,515419.672,964.184,498637.395,932.79,0.92,0.92,0.408,0.591,494882.331,0.958
305,CRI,2016,Costa Rica,False,CRC,471948.051,866.374,525525.174,964.728,503547.601,924.383,0.898,0.898,0.41,0.589,498736.612,0.946
306,CRI,2017,Costa Rica,False,CRC,496643.614,875.123,530265.432,934.367,516404.404,909.943,0.936,0.936,0.412,0.587,513454.523,0.967
307,CRI,2018,Costa Rica,False,CRC,478917.712,830.053,506934.934,878.612,495919.093,859.52,0.944,0.944,0.393,0.606,492926.323,0.971
308,CRI,2019,Costa Rica,False,CRC,498861.122,849.422,543674.85,925.728,525206.193,894.281,0.917,0.917,0.412,0.587,521267.986,0.957
309,CRI,2021,Costa Rica,False,CRC,464923.057,748.928,492865.398,793.939,481683.715,775.927,0.943,0.943,0.4,0.599,478894.227,0.97
310,CUW,2018,Curaçao,False,ANG,2470.9,1380.391,2909.42,1625.374,2675.09,1494.464,0.849,0.849,0.534,0.465,2690.16,0.918
311,CYP,1990,Cyprus,False,CYP,458.0,999.826,674.0,1471.359,585.0,1277.07,0.679,0.679,0.412,0.587,566.0,0.809
312,CYP,1991,Cyprus,False,CYP,504.0,1085.205,730.0,1571.824,637.0,1371.578,0.69,0.69,0.411,0.588,617.0,0.816
313,CYP,1992,Cyprus,False,CYP,538.0,1196.756,790.0,1757.318,687.0,1528.2,0.681,0.681,0.408,0.591,664.0,0.81
314,CYP,1993,Cyprus,False,CYP,590.0,1186.156,862.0,1732.994,764.0,1535.971,0.684,0.684,0.36,0.639,726.0,0.812
315,CYP,1994,Cyprus,False,CYP,632.0,1284.054,909.0,1846.844,795.0,1615.227,0.695,0.695,0.411,0.588,770.5,0.82
316,CYP,1995,Cyprus,False,CYP,661.0,1461.031,944.0,2086.556,829.0,1832.368,0.7,0.7,0.406,0.593,802.5,0.823
317,CYP,1996,Cyprus,False,CYP,701.0,1503.288,988.0,2118.756,870.0,1865.707,0.709,0.709,0.411,0.588,844.5,0.83
318,CYP,1997,Cyprus,False,CYP,749.0,1457.49,1042.0,2027.642,922.0,1794.133,0.718,0.718,0.409,0.59,895.5,0.836
319,CYP,1998,Cyprus,False,CYP,730.79,1411.267,992.42,1916.514,884.47,1708.046,0.736,0.736,0.412,0.587,861.605,0.848
320,CYP,1999,Cyprus,False,CYP,757.58,1395.309,1027.98,1893.331,916.42,1687.86,0.736,0.736,0.412,0.587,892.78,0.848
321,CYP,2000,Cyprus,False,CYP,807.55,1297.458,1090.86,1752.641,973.97,1564.839,0.74,0.74,0.412,0.587,949.204,0.85
322,CYP,2001,Cyprus,False,CYP,846.41,1316.126,1147.22,1783.871,998.64,1552.836,0.737,0.737,0.493,0.506,996.815,0.849
323,CYP,2002,Cyprus,False,CYP,875.02,1432.909,1186.28,1942.62,1032.54,1690.859,0.737,0.737,0.493,0.506,1030.65,0.848
324,CYP,2003,Cyprus,False,CYP,933.3,1803.676,1279.1,2471.962,1108.29,2141.858,0.729,0.729,0.493,0.506,1106.199,0.843
325,CYP,2004,Cyprus,False,CYP,956.87,2041.974,1308.24,2791.802,1134.69,2421.444,0.731,0.731,0.493,0.506,1132.555,0.844
326,CYP,2005,Cyprus,False,CYP,1231.912,2654.58,1793.599,3864.928,1539.471,3317.321,0.686,0.686,0.452,0.547,1512.755,0.814
327,CYP,2006,Cyprus,False,CYP,1314.284,2863.889,1931.502,4208.835,1654.774,3605.833,0.68,0.68,0.448,0.551,1622.893,0.809
328,CYP,2007,Cyprus,False,CYP,1610.861,3780.255,2396.562,5624.081,2041.872,4791.722,0.672,0.672,0.451,0.548,2003.711,0.803
329,CYP,2009,Cyprus,False,EUR,1679.278,2342.228,2432.85,3393.297,2067.263,2883.383,0.69,0.69,0.485,0.514,2056.063,0.816
330,CYP,2010,Cyprus,False,EUR,1715.888,2274.782,2522.522,3344.149,2129.498,2823.111,0.68,0.68,0.487,0.512,2119.205,0.809
331,CYP,2011,Cyprus,False,EUR,1793.441,2496.389,2653.166,3693.089,2227.478,3100.55,0.675,0.675,0.495,0.504,2223.303,0.806
332,CYP,2012,Cyprus,False,EUR,1882.734,2418.915,2765.282,3552.803,2326.989,2989.69,0.68,0.68,0.496,0.503,2324.008,0.81
333,CYP,2013,Cyprus,False,EUR,1889.847,2509.939,2673.852,3551.191,2281.072,3029.533,0.706,0.706,0.5,0.499,2281.849,0.828
334,CYP,2014,Cyprus,False,EUR,1846.283,2452.788,2406.977,3197.671,2125.001,2823.066,0.767,0.767,0.502,0.497,2126.63,0.868
335,CYP,2015,Cyprus,False,EUR,1761.681,1954.608,2417.815,2682.597,2085.565,2313.962,0.728,0.728,0.506,0.493,2089.748,0.843
336,CYP,2016,Cyprus,False,EUR,1741.832,1928.039,2392.545,2648.316,2071.341,2292.774,0.728,0.728,0.493,0.506,2067.188,0.842
337,CYP,2017,Cyprus,False,EUR,1788.71,2020.672,2266.494,2560.415,2037.965,2302.251,0.789,0.789,0.478,0.521,2027.602,0.882
338,CYP,2018,Cyprus,False,EUR,1698.608,2005.978,2306.965,2724.42,2017.198,2382.219,0.736,0.736,0.476,0.523,2002.786,0.848
339,CYP,2019,Cyprus,False,EUR,1765.331,1976.243,2415.557,2704.154,2106.047,2357.666,0.73,0.73,0.476,0.523,2090.444,0.844
340,CYP,2020,Cyprus,False,EUR,1896.373,2166.03,2553.811,2916.953,2242.566,2561.45,0.742,0.742,0.473,0.526,2225.092,0.852
341,CYP,2021,Cyprus,False,EUR,1915.824,2265.923,2658.125,3143.872,2296.837,2716.562,0.72,0.72,0.486,0.513,2286.974,0.837
342,CYP,2022,Cyprus,False,EUR,2068.562,2178.296,2887.932,3041.133,2493.307,2625.573,0.716,0.716,0.481,0.518,2478.247,0.834
343,CYP,2023,Cyprus,False,EUR,2132.95,2306.292,2944.02,3183.277,2552.049,2759.451,0.724,0.724,0.483,0.516,2538.484,0.84
344,CZE,2005,Czechia,False,EUR,431.423,536.729,590.056,734.083,517.308,643.58,0.731,0.731,0.458,0.541,510.739,0.844
345,CZE,2006,Czechia,False,EUR,488.504,613.365,678.506,851.932,592.435,743.861,0.719,0.719,0.453,0.546,583.505,0.837
346,CZE,2007,Czechia,False,EUR,749.747,1027.512,1038.733,1423.56,906.835,1242.797,0.721,0.721,0.456,0.543,894.24,0.838
347,CZE,2008,Czechia,False,EUR,818.568,1203.914,1151.078,1692.955,999.148,1469.502,0.711,0.711,0.456,0.543,984.823,0.831
348,CZE,2009,Czechia,False,EUR,994.568,1387.206,1347.583,1879.585,1185.811,1653.948,0.738,0.738,0.458,0.541,1171.075,0.849
349,CZE,2010,Czechia,False,EUR,933.532,1237.599,1267.312,1680.096,1113.785,1476.563,0.736,0.736,0.459,0.54,1100.422,0.848
350,CZE,2011,Czechia,False,EUR,1000.287,1392.355,1379.227,1919.822,1206.371,1679.214,0.725,0.725,0.456,0.543,1189.757,0.84
351,CZE,2012,Czechia,False,EUR,1068.164,1372.366,1457.899,1873.092,1277.034,1640.719,0.732,0.732,0.464,0.535,1263.031,0.845
352,CZE,2013,Czechia,False,EUR,1045.04,1387.937,1422.495,1889.241,1247.865,1657.312,0.734,0.734,0.462,0.537,1233.767,0.847
353,CZE,2014,Czechia,False,EUR,1025.455,1362.318,1408.004,1870.535,1230.416,1634.609,0.728,0.728,0.464,0.535,1216.73,0.842
354,CZE,2015,Czechia,False,EUR,1006.974,1117.25,1388.309,1540.347,1210.369,1342.92,0.725,0.725,0.466,0.533,1197.641,0.84
355,CZE,2016,Czechia,False,EUR,1059.665,1172.947,1454.094,1609.541,1270.884,1406.746,0.728,0.728,0.464,0.535,1256.879,0.843
356,CZE,2017,Czechia,False,EUR,1114.829,1259.401,1537.038,1736.363,1339.2,1512.87,0.725,0.725,0.468,0.531,1325.933,0.84
357,CZE,2018,Czechia,False,EUR,1233.148,1456.292,1701.143,2008.972,1477.487,1744.845,0.724,0.724,0.477,0.522,1467.145,0.84
358,CZE,2019,Czechia,False,EUR,1391.495,1557.743,1916.199,2145.136,1664.638,1863.52,0.726,0.726,0.479,0.52,1653.847,0.841
359,CZE,2020,Czechia,False,EUR,1517.318,1733.075,2095.848,2393.869,1815.723,2073.911,0.723,0.723,0.484,0.515,1806.583,0.839
360,CZE,2021,Czechia,False,EUR,1590.959,1881.692,2064.702,2442.006,1838.401,2174.351,0.77,0.77,0.477,0.522,1827.83,0.87
361,CZE,2022,Czechia,False,EUR,1695.435,1785.375,2223.287,2341.23,1970.678,2075.219,0.762,0.762,0.478,0.521,1959.36,0.865
362,CZE,2023,Czechia,False,EUR,1889.463,2043.017,2475.027,2676.169,2193.188,2371.426,0.763,0.763,0.481,0.518,2182.245,0.865
363,DEU,2002,Germany,False,EUR,2138.85,2022.44,2866.59,2710.572,2616.02,2473.64,0.746,0.746,0.344,0.655,2502.72,0.854
364,DEU,2017,Germany,False,EUR,2221.042,2509.069,3420.914,3864.542,2850.34,3219.975,0.649,0.649,0.475,0.524,2820.978,0.787
365,DEU,2018,Germany,False,EUR,2296.157,2711.657,3537.388,4177.493,2941.702,3474.017,0.649,0.649,0.479,0.52,2916.772,0.787
366,DEU,2019,Germany,False,EUR,2440.019,2731.538,3671.386,4110.023,3074.658,3442.001,0.664,0.664,0.484,0.515,3055.702,0.798
