,ISO,year,country,break,local_currency_code,F_local,F_usd,M_local,M_usd,T_local,T_usd,ratio_local,ratio_usd,female_share,male_share,balanced_avg,balanced_ratio
1377,SWE,2006,Sweden,False,EUR,1876.964,2356.714,2602.822,3268.1,2234.02,2805.032,0.721,0.721,0.508,0.491,2239.893,0.837
1378,SWE,2007,Sweden,False,EUR,2405.155,3296.213,3308.538,4534.279,2854.046,3911.407,0.726,0.726,0.503,0.496,2856.846,0.841
1379,SWE,2008,Sweden,False,EUR,2494.85,3669.315,3448.561,5071.99,2976.379,4377.526,0.723,0.723,0.495,0.504,2971.705,0.839
1380,SWE,2009,Sweden,False,EUR,2537.679,3539.51,3566.969,4975.146,3056.13,4262.636,0.711,0.711,0.496,0.503,3052.324,0.831
1381,SWE,2010,Sweden,False,EUR,2385.734,3162.807,3210.511,4256.228,2804.145,3717.502,0.743,0.743,0.492,0.507,2798.122,0.852
1382,SWE,2011,Sweden,False,EUR,2680.566,3731.228,3576.071,4977.731,3129.247,4355.772,0.749,0.749,0.498,0.501,3128.318,0.856
1383,SWE,2012,Sweden,False,EUR,3005.019,3860.814,3990.314,5126.71,3496.859,4492.724,0.753,0.753,0.5,0.499,3497.666,0.859
1384,SWE,2013,Sweden,False,EUR,3217.014,4272.574,4227.907,5615.159,3719.624,4940.099,0.76,0.76,0.502,0.497,3722.46,0.864
1385,SWE,2014,Sweden,False,EUR,3233.555,4295.781,4225.329,5613.353,3729.411,4954.526,0.765,0.765,0.5,0.499,3729.442,0.867
1386,SWE,2015,Sweden,False,EUR,3165.767,3512.46,4160.947,4616.624,3663.803,4065.037,0.76,0.76,0.499,0.5,3663.357,0.864
1387,SWE,2016,Sweden,False,EUR,3323.845,3679.175,4256.354,4711.371,3807.776,4214.84,0.78,0.78,0.481,0.518,3790.099,0.876
1388,SWE,2017,Sweden,False,EUR,3460.839,3909.644,4251.979,4803.38,3875.71,4378.316,0.813,0.813,0.475,0.524,3856.409,0.897
1389,SWE,2018,Sweden,False,EUR,3507.463,4142.154,4323.932,5106.366,3943.622,4657.238,0.811,0.811,0.465,0.534,3915.697,0.895
1390,SWE,2019,Sweden,False,EUR,3446.923,3858.743,4035.567,4517.714,3762.35,4211.855,0.854,0.854,0.464,0.535,3741.245,0.921
1391,SWE,2020,Sweden,False,EUR,3366.798,3845.543,4123.983,4710.397,3766.951,4302.597,0.816,0.816,0.471,0.528,3745.39,0.898
1392,SWE,2021,Sweden,False,EUR,3574.586,4227.807,4338.179,5130.939,3969.069,4694.378,0.823,0.823,0.483,0.516,3956.382,0.903
1393,SWE,2022,Sweden,False,EUR,3854.146,4058.603,4615.04,4859.862,4249.867,4475.317,0.835,0.835,0.479,0.52,4234.593,0.91
1394,SWE,2023,Sweden,False,EUR,3854.717,4167.984,4515.127,4882.065,4197.516,4538.642,0.853,0.853,0.48,0.519,4184.922,0.921
1395,SWZ,1992,Eswatini,False,SZL,1118.0,392.004,1276.0,447.403,,,0.876,0.876,,,1197.0,0.934
1396,SWZ,1996,Eswatini,False,SZL,1441.0,335.167,1727.0,401.689,,,0.834,0.834,,,1584.0,0.909
1397,SWZ,1997,Eswatini,False,SZL,2120.0,460.073,2289.0,496.749,,,0.926,0.926,,,2204.5,0.961
1398,SWZ,2000,Eswatini,False,SZL,2042.0,294.244,2391.0,344.533,,,0.854,0.854,,,2216.5,0.921
1399,SWZ,2016,Eswatini,False,SZL,4288.234,291.526,4795.073,325.982,4573.403,310.913,0.894,0.894,0.437,0.562,4541.653,0.944
1400,SWZ,2021,Eswatini,False,SZL,5317.799,359.713,5823.277,393.906,5586.983,377.922,0.913,0.913,0.467,0.532,5570.538,0.954
1401,TCD,2018,Chad,False,XAF,100983.92,181.807,125376.298,225.722,121734.157,219.165,0.805,0.805,0.149,0.85,113180.109,0.892
1402,TGO,2011,Togo,True,XOF,85255.272,180.914,128009.278,271.639,113912.543,241.725,0.666,0.666,0.329,0.67,106632.275,0.799
1403,TGO,2017,Togo,True,XOF,80587.71,138.787,92284.011,158.93,89279.318,153.756,0.873,0.873,0.256,0.743,86435.86,0.932
1404,TGO,2022,Togo,False,XOF,65344.862,104.76,92903.217,148.941,85868.237,137.662,0.703,0.703,0.255,0.744,79124.039,0.825
1405,THA,2000,Thailand,False,THB,6202.262,154.624,7412.969,184.808,6860.362,171.031,0.836,0.836,0.456,0.543,6807.615,0.911
1406,THA,2007,Thailand,False,THB,8993.05,260.531,9980.784,289.146,9526.116,275.974,0.901,0.901,0.46,0.539,9486.917,0.947
1407,THA,2011,Thailand,False,THB,10028.0,328.876,10599.0,347.602,10340.0,339.108,0.946,0.946,0.453,0.546,10313.5,0.972
1408,THA,2013,Thailand,False,THB,13276.446,432.092,13940.771,453.713,13638.31,443.869,0.952,0.952,0.455,0.544,13608.608,0.975
1409,TLS,2013,Timor-Leste,True,USD,387.409,387.409,420.983,420.983,412.772,412.772,0.92,0.92,0.244,0.755,404.196,0.958
1410,TLS,2021,Timor-Leste,False,USD,243.256,243.256,262.842,262.842,257.594,257.594,0.925,0.925,0.267,0.732,253.048,0.961
1411,TON,2018,Tonga,True,TOP,1240.946,554.843,1401.381,626.576,1334.408,596.631,0.885,0.885,0.417,0.582,1321.163,0.939
1412,TON,2021,Tonga,False,TOP,1096.001,483.894,1415.524,624.966,1287.277,568.344,0.774,0.774,0.401,0.598,1255.762,0.872
1413,TON,2023,Tonga,False,TOP,1499.15,634.239,1619.59,685.193,1566.627,662.786,0.925,0.925,0.439,0.56,1559.37,0.961
1414,TTO,2010,Trinidad and Tobago,True,TTD,4203.5,659.32,4783.316,750.264,4529.413,710.439,0.878,0.878,0.437,0.562,4493.407,0.935
1415,TTO,2011,Trinidad and Tobago,False,TTD,4569.466,712.943,5036.569,785.822,4837.277,754.728,0.907,0.907,0.426,0.573,4803.017,0.951
1416,TTO,2012,Trinidad and Tobago,False,TTD,4637.943,721.342,5242.984,815.444,4980.742,774.658,0.884,0.884,0.433,0.566,4940.463,0.938
1417,TTO,2013,Trinidad and Tobago,False,TTD,4839.618,751.187,5371.04,833.672,5138.545,797.585,0.901,0.901,0.437,0.562,5105.329,0.947
1418,TTO,2014,Trinidad and Tobago,False,TTD,5083.942,793.239,5706.596,890.39,5434.253,847.897,0.89,0.89,0.437,0.562,5395.269,0.942
1419,TTO,2015,Trinidad and Tobago,False,TTD,5224.598,819.231,5822.262,912.946,5560.678,871.929,0.897,0.897,0.437,0.562,5523.43,0.945
1420,TTO,2016,Trinidad and Tobago,False,TTD,5369.559,805.156,6075.56,911.02,5758.393,863.461,0.883,0.883,0.449,0.55,5722.559,0.938
1421,TUN,2019,Tunisia,False,TND,678.151,231.101,780.544,265.995,739.678,252.068,0.868,0.868,0.399,0.6,729.347,0.929
1422,TUR,2011,Türkiye,False,TRY,1097.766,655.4,1158.88,691.888,1144.197,683.121,0.947,0.947,0.24,0.759,1128.323,0.972
1423,TUR,2013,Türkiye,False,TRY,1345.831,706.93,1433.458,752.958,1410.372,740.832,0.938,0.938,0.263,0.736,1389.644,0.968
1424,TUR,2014,Türkiye,False,TRY,1443.529,659.585,1578.465,721.24,1541.999,704.578,0.914,0.914,0.27,0.729,1510.996,0.955
1425,TUR,2015,Türkiye,False,TRY,1562.526,574.456,1731.206,636.471,1683.984,619.11,0.902,0.902,0.279,0.72,1646.866,0.948
1426,TUR,2016,Türkiye,False,TRY,1870.234,619.255,2015.094,667.22,1973.197,653.348,0.928,0.928,0.289,0.71,1942.664,0.962
1427,TUR,2017,Türkiye,False,TRY,2028.828,556.128,2189.012,600.036,2141.934,587.132,0.926,0.926,0.293,0.706,2108.92,0.962
1428,TUR,2018,Türkiye,False,TRY,2271.428,470.434,2510.959,520.043,2438.058,504.944,0.904,0.904,0.304,0.695,2391.193,0.949
1429,TUR,2019,Türkiye,False,TRY,2769.98,488.204,3033.881,534.716,2951.546,520.203,0.913,0.913,0.311,0.688,2901.93,0.954
1430,TUR,2020,Türkiye,False,TRY,3224.123,460.024,3517.642,501.903,3426.625,488.917,0.916,0.916,0.31,0.689,3370.882,0.956
1431,TUR,2021,Türkiye,False,TRY,3776.37,426.689,4138.465,467.602,4025.438,454.831,0.912,0.912,0.312,0.687,3957.417,0.954
1432,TUR,2022,Türkiye,False,TRY,6352.613,383.87,7024.576,424.475,6804.076,411.151,0.904,0.904,0.328,0.671,6688.594,0.949
1433,TUR,2023,Türkiye,False,TRY,13288.283,559.776,15032.96,633.272,14445.936,608.543,0.883,0.883,0.336,0.663,14160.621,0.938
1434,TZA,2001,"Tanzania, United Republic of",True,TZS,46575.497,53.143,59370.048,67.742,55659.06,63.508,0.784,0.784,0.29,0.709,52972.772,0.879
1435,TZA,2006,"Tanzania, United Republic of",True,TZS,90506.146,72.295,119709.956,95.623,111132.724,88.771,0.756,0.756,0.293,0.706,105108.051,0.861
1436,TZA,2011,"Tanzania, United Republic of",False,TZS,302489.0,194.223,379775.0,243.847,368589.0,236.664,0.796,0.796,0.144,0.855,341132.0,0.886
1437,TZA,2012,"Tanzania, United Republic of",False,TZS,358104.629,227.846,424186.243,269.89,402648.777,256.187,0.844,0.844,0.325,0.674,391145.436,0.915
1438,TZA,2014,"Tanzania, United Republic of",False,TZS,261336.559,158.076,325319.828,196.778,304324.0,184.078,0.803,0.803,0.328,0.671,293328.193,0.89
1439,UGA,2010,Uganda,False,UGX,497749.344,228.582,764216.979,350.952,681218.15,312.836,0.651,0.651,0.311,0.688,630983.161,0.788
1440,UGA,2011,Uganda,False,UGX,569754.186,225.842,745116.172,295.353,688634.933,272.964,0.764,0.764,0.322,0.677,657435.179,0.866
1441,UGA,2014,Uganda,False,UGX,787783.657,303.018,888954.821,341.934,858312.551,330.147,0.886,0.886,0.302,0.697,838369.239,0.939
1442,UGA,2017,Uganda,True,UGX,296209.409,82.025,427093.579,118.268,383573.202,106.217,0.693,0.693,0.332,0.667,361651.494,0.819
1443,UGA,2019,Uganda,False,UGX,359503.822,97.057,430081.066,116.111,407686.528,110.065,0.835,0.835,0.317,0.682,394792.444,0.91
1444,UKR,2007,Ukraine,False,UAH,1150.3,227.782,1578.1,312.495,1351.1,267.545,0.728,0.728,0.53,0.469,1364.199,0.843
1445,UKR,2008,Ukraine,False,UAH,1564.73,297.069,2080.44,394.979,1806.33,342.938,0.752,0.752,0.531,0.468,1822.585,0.858
1446,UKR,2009,Ukraine,False,UAH,1677.0,215.242,2173.0,278.903,1906.0,244.634,0.771,0.771,0.538,0.461,1925.0,0.871
1447,UKR,2010,Ukraine,False,UAH,1974.0,248.751,2538.0,319.823,2239.0,282.145,0.777,0.777,0.53,0.469,2256.0,0.875
1448,UKR,2011,Ukraine,False,UAH,2272.0,285.156,3035.0,380.92,2633.0,330.465,0.748,0.748,0.526,0.473,2653.5,0.856
1449,UKR,2012,Ukraine,False,UAH,2661.0,332.998,3429.0,429.106,3026.0,378.675,0.776,0.776,0.524,0.475,3045.0,0.873
1450,UKR,2013,Ukraine,False,UAH,2866.0,358.564,3711.0,464.281,3265.0,408.482,0.772,0.772,0.527,0.472,3288.5,0.871
1451,UKR,2014,Ukraine,False,UAH,3037.0,255.496,3979.0,334.745,3480.0,292.765,0.763,0.763,0.529,0.47,3508.0,0.865
1452,UKR,2015,Ukraine,False,UAH,3631.0,166.219,4848.0,221.93,4195.0,192.037,0.748,0.748,0.536,0.463,4239.5,0.856
1453,UKR,2016,Ukraine,False,UAH,4480.0,175.333,6001.0,234.86,5183.0,202.847,0.746,0.746,0.537,0.462,5240.5,0.854
1454,UKR,2017,Ukraine,False,UAH,6321.0,237.662,8021.0,301.58,7104.0,267.102,0.788,0.788,0.539,0.46,7171.0,0.881
1455,UKR,2018,Ukraine,False,UAH,7830.0,287.862,10083.0,370.692,8865.0,325.913,0.776,0.776,0.54,0.459,8956.5,0.874
1456,UKR,2019,Ukraine,False,UAH,9237.0,357.392,11961.0,462.787,10497.0,406.143,0.772,0.772,0.537,0.462,10599.0,0.871
1457,UKR,2020,Ukraine,False,UAH,10369.0,384.642,13031.0,483.39,11591.0,429.973,0.795,0.795,0.54,0.459,11700.0,0.886
1458,UKR,2021,Ukraine,False,UAH,12668.0,464.264,15563.0,570.362,14014.0,513.592,0.813,0.813,0.535,0.464,14115.5,0.897
1459,URY,1998,Uruguay,True,UYU,4661.841,445.176,7016.103,669.992,5957.616,568.914,0.664,0.664,0.449,0.55,5838.972,0.798
1460,URY,1999,Uruguay,False,UYU,5104.59,450.168,7548.879,665.727,6448.421,568.679,0.676,0.676,0.45,0.549,6326.734,0.806
1461,URY,2000,Uruguay,False,UYU,5315.336,439.299,7706.037,636.884,6619.009,547.044,0.689,0.689,0.454,0.545,6510.686,0.816
1462,URY,2001,Uruguay,False,UYU,5436.097,408.142,7612.617,571.556,6609.574,496.247,0.714,0.714,0.46,0.539,6524.357,0.833
1463,URY,2002,Uruguay,False,UYU,5481.924,257.887,7715.324,362.955,6672.623,313.903,0.71,0.71,0.466,0.533,6598.624,0.83
1464,URY,2003,Uruguay,False,UYU,5759.798,204.185,7854.458,278.441,6861.93,243.256,0.733,0.733,0.473,0.526,6807.128,0.846
1465,URY,2004,Uruguay,False,UYU,6085.536,212.012,8607.855,299.886,7445.954,259.406,0.706,0.706,0.46,0.539,7346.695,0.828
1466,URY,2005,Uruguay,False,UYU,6669.684,272.47,8977.397,366.745,7884.203,322.086,0.742,0.742,0.473,0.526,7823.54,0.852
1467,URY,2006,Uruguay,False,UYU,7453.391,309.612,10409.285,432.398,9063.285,376.486,0.716,0.716,0.455,0.544,8931.338,0.834
1468,URY,2007,Uruguay,False,UYU,8556.382,364.551,11595.824,494.048,10205.725,434.822,0.737,0.737,0.457,0.542,10076.103,0.849
1469,URY,2008,Uruguay,False,UYU,9419.153,449.616,13219.795,631.037,11447.949,546.459,0.712,0.712,0.466,0.533,11319.474,0.832
1470,URY,2009,Uruguay,False,UYU,10919.219,483.837,15174.097,672.373,13211.219,585.396,0.719,0.719,0.461,0.538,13046.658,0.836
1471,URY,2010,Uruguay,False,UYU,11779.542,587.237,15923.54,793.824,14011.868,698.523,0.739,0.739,0.461,0.538,13851.541,0.85
1472,URY,2011,Uruguay,False,UYU,13785.008,713.724,18271.236,946.0,16207.058,839.126,0.754,0.754,0.46,0.539,16028.122,0.86
1473,URY,2012,Uruguay,False,UYU,15374.38,756.964,20277.057,998.35,17979.648,885.236,0.758,0.758,0.468,0.531,17825.718,0.862
1474,URY,2013,Uruguay,False,UYU,17097.882,834.792,22878.401,1117.022,20207.959,986.639,0.747,0.747,0.461,0.538,19988.141,0.855
1475,URY,2014,Uruguay,False,UYU,19350.741,832.432,26028.022,1119.676,22932.928,986.531,0.743,0.743,0.463,0.536,22689.381,0.852
1476,URY,2015,Uruguay,False,UYU,21439.278,784.535,28543.287,1044.494,25231.879,923.319,0.751,0.751,0.466,0.533,24991.282,0.857
1477,URY,2016,Uruguay,False,UYU,22750.726,754.269,28816.815,955.382,25950.029,860.338,0.789,0.789,0.472,0.527,25783.77,0.882
1478,URY,2017,Uruguay,False,UYU,26169.86,912.592,33889.982,1181.807,30239.285,1054.501,0.772,0.772,0.472,0.527,30029.921,0.871
1479,URY,2018,Uruguay,False,UYU,28200.875,917.84,35596.476,1158.541,32084.575,1044.241,0.792,0.792,0.474,0.525,31898.675,0.884
1480,URY,2019,Uruguay,True,UYU,30401.395,862.319,38530.088,1092.886,34682.006,983.737,0.789,0.789,0.473,0.526,34465.741,0.882
1481,URY,2020,Uruguay,True,UYU,33062.334,786.949,40527.977,964.646,36970.875,879.98,0.815,0.815,0.476,0.523,36795.155,0.898
1482,USA,1990,United States of America,False,USD,1498.18,1498.18,2082.73,2082.73,1783.96,1783.96,0.719,0.719,0.511,0.488,1790.455,0.836
1483,USA,1991,United States of America,False,USD,1584.78,1584.78,2134.69,2134.69,1844.58,1844.58,0.742,0.742,0.527,0.472,1859.735,0.852
1484,USA,1992,United States of America,False,USD,1645.4,1645.4,2169.33,2169.33,1905.2,1905.2,0.758,0.758,0.504,0.495,1907.365,0.862
1485,USA,1993,United States of America,False,USD,1701.69,1701.69,2208.3,2208.3,1987.47,1987.47,0.77,0.77,0.435,0.564,1954.995,0.87
1486,USA,1994,United States of America,True,USD,1670.101,1670.101,2435.497,2435.497,2070.286,2070.286,0.685,0.685,0.477,0.522,2052.799,0.813
1487,USA,1995,United States of America,False,USD,1705.961,1705.961,2504.044,2504.044,2123.614,2123.614,0.681,0.681,0.476,0.523,2105.002,0.81
1488,USA,1996,United States of America,False,USD,1767.721,1767.721,2567.891,2567.891,2184.764,2184.764,0.688,0.688,0.478,0.521,2167.806,0.815
1489,USA,1997,United States of America,False,USD,1843.493,1843.493,2653.265,2653.265,2265.625,2265.625,0.694,0.694,0.478,0.521,2248.379,0.819
1490,USA,1998,United States of America,False,USD,1943.803,1943.803,2835.096,2835.096,2408.575,2408.575,0.685,0.685,0.478,0.521,2389.449,0.813
1491,USA,1999,United States of America,False,USD,2025.381,2025.381,2958.058,2958.058,2509.195,2509.195,0.684,0.684,0.481,0.518,2491.719,0.812
1492,USA,2000,United States of America,False,USD,2136.56,2136.56,3084.971,3084.971,2629.435,2629.435,0.692,0.692,0.48,0.519,2610.765,0.818
1493,USA,2001,United States of America,False,USD,2237.571,2237.571,3206.419,3206.419,2741.631,2741.631,0.697,0.697,0.479,0.52,2721.995,0.822
1494,USA,2002,United States of America,False,USD,2304.232,2304.232,3273.789,3273.789,2806.444,2806.444,0.703,0.703,0.482,0.517,2789.01,0.826
1495,USA,2003,United States of America,False,USD,2367.151,2367.151,3343.239,3343.239,2869.141,2869.141,0.708,0.708,0.485,0.514,2855.194,0.829
1496,USA,2004,United States of America,False,USD,2432.472,2432.472,3423.804,3423.804,2946.492,2946.492,0.71,0.71,0.481,0.518,2928.138,0.83
1497,USA,2005,United States of America,False,USD,2522.853,2522.853,3500.794,3500.794,3029.409,3029.409,0.72,0.72,0.482,0.517,3011.823,0.837
1498,USA,2006,United States of America,False,USD,2612.911,2612.911,3607.771,3607.771,3130.431,3130.431,0.724,0.724,0.479,0.52,3110.341,0.84
1499,USA,2007,United States of America,False,USD,2690.616,2690.616,3719.68,3719.68,3223.712,3223.712,0.723,0.723,0.481,0.518,3205.148,0.839
1500,USA,2008,United States of America,False,USD,2801.012,2801.012,3846.64,3846.64,3339.885,3339.885,0.728,0.728,0.484,0.515,3323.826,0.842
1501,USA,2009,United States of America,False,USD,2826.424,2826.424,3864.375,3864.375,3354.7,3354.7,0.731,0.731,0.491,0.508,3345.399,0.844
1502,USA,2010,United States of America,False,USD,2877.925,2877.925,3879.561,3879.561,3389.019,3389.019,0.741,0.741,0.489,0.51,3378.743,0.851
1503,USA,2011,United States of America,False,USD,2930.882,2930.882,3907.668,3907.668,3433.603,3433.603,0.75,0.75,0.485,0.514,3419.275,0.857
1504,USA,2012,United States of America,False,USD,2972.726,2972.726,4020.948,4020.948,3512.329,3512.329,0.739,0.739,0.485,0.514,3496.837,0.85
1505,USA,2013,United States of America,False,USD,3057.458,3057.458,4066.922,4066.922,3578.783,3578.783,0.751,0.751,0.483,0.516,3562.19,0.858
1506,USA,2014,United States of America,False,USD,3102.754,3102.754,4109.564,4109.564,3623.504,3623.504,0.755,0.755,0.482,0.517,3606.159,0.86
1507,USA,2015,United States of America,False,USD,3186.491,3186.491,4233.861,4233.861,3728.372,3728.372,0.752,0.752,0.482,0.517,3710.176,0.858
1508,USA,2016,United States of America,False,USD,3284.471,3284.471,4345.897,4345.897,3834.601,3834.601,0.755,0.755,0.481,0.518,3815.184,0.86
1509,USA,2017,United States of America,False,USD,3399.849,3399.849,4472.514,4472.514,3955.181,3955.181,0.76,0.76,0.482,0.517,3936.181,0.863
1510,USA,2018,United States of America,False,USD,3520.995,3520.995,4617.719,4617.719,4088.47,4088.47,0.762,0.762,0.482,0.517,4069.357,0.865
1511,USA,2019,United States of America,False,USD,3653.084,3653.084,4776.756,4776.756,4233.085,4233.085,0.764,0.764,0.483,0.516,4214.92,0.866
1512,USA,2020,United States of America,True,USD,3924.999,3924.999,5036.621,5036.621,4502.189,4502.189,0.779,0.779,0.48,0.519,4480.809,0.875
1513,USA,2021,United States of America,False,USD,4043.957,4043.957,5119.595,5119.595,4600.127,4600.127,0.789,0.789,0.482,0.517,4581.776,0.882
1514,USA,2022,United States of America,False,USD,4276.698,4276.698,5373.68,5373.68,4844.618,4844.618,0.795,0.795,0.482,0.517,4825.189,0.886
1515,USA,2023,United States of America,False,USD,4641.108,4641.108,5981.712,5981.712,5334.394,5334.394,0.775,0.775,0.482,0.517,5311.41,0.873
1516,USA,2024,United States of America,False,USD,5093.697,5093.697,6819.002,6819.002,5985.292,5985.292,0.746,0.746,0.483,0.516,5956.349,0.855
1517,UZB,2022,Uzbekistan,False,UZS,3090347.185,279.666,4681257.369,423.638,3882157.089,351.322,0.66,0.66,0.502,0.497,3885802.277,0.795
1518,VNM,2007,Viet Nam,True,VND,1330746.417,82.629,1503428.257,93.351,1433693.091,89.021,0.885,0.885,0.403,0.596,1417087.336,0.939
1519,VNM,2009,Viet Nam,False,VND,2049465.255,120.097,2412767.342,141.386,2267609.523,132.88,0.849,0.849,0.399,0.6,2231116.298,0.918
1520,VNM,2010,Viet Nam,False,VND,2275215.157,122.238,2662421.597,143.042,2506385.597,134.658,0.854,0.854,0.402,0.597,2468818.377,0.921
1521,VNM,2011,Viet Nam,False,VND,2859999.769,139.446,3281775.783,160.011,3112675.586,151.766,0.871,0.871,0.4,0.599,3070887.775,0.931
1522,VNM,2012,Viet Nam,False,VND,3496515.909,167.876,3904950.343,187.486,3739062.14,179.521,0.895,0.895,0.406,0.593,3700733.126,0.944
1523,VNM,2013,Viet Nam,False,VND,3864594.731,184.614,4251682.178,203.105,4092625.834,195.507,0.908,0.908,0.41,0.589,4058138.455,0.952
1524,VNM,2014,Viet Nam,False,VND,4226618.71,199.859,4630885.978,218.975,4461659.196,210.973,0.912,0.912,0.418,0.581,4428752.344,0.954
1525,VNM,2015,Viet Nam,False,VND,4875390.561,224.698,5266903.76,242.742,5101539.736,235.12,0.925,0.925,0.422,0.577,5071147.16,0.961
1526,VNM,2016,Viet Nam,False,VND,5198377.34,236.99,5645131.133,257.357,5456969.19,248.779,0.92,0.92,0.421,0.578,5421754.236,0.958
1527,VNM,2017,Viet Nam,False,VND,5025872.509,224.669,5607129.017,250.653,5360535.587,239.63,0.896,0.896,0.424,0.575,5316500.763,0.945
1528,VNM,2018,Viet Nam,False,VND,5369908.521,237.585,6053932.904,267.849,5761241.246,254.899,0.887,0.887,0.427,0.572,5711920.712,0.94
1529,VNM,2019,Viet Nam,False,VND,6199087.026,268.938,6985144.509,303.04,6645391.302,288.3,0.887,0.887,0.432,0.567,6592115.767,0.94
1530,VNM,2020,Viet Nam,False,VND,6402883.754,275.887,7231166.152,311.576,6873959.591,296.184,0.885,0.885,0.431,0.568,6817024.953,0.939
1531,VNM,2021,Viet Nam,False,VND,6244639.92,269.633,7130422.746,307.88,6746287.841,291.293,0.875,0.875,0.433,0.566,6687531.333,0.933
1532,VNM,2022,Viet Nam,False,VND,6957712.391,298.984,7855421.412,337.56,7460916.469,320.607,0.885,0.885,0.439,0.56,7406566.901,0.939
1533,VNM,2023,Viet Nam,False,VND,7292601.177,306.575,8296433.136,348.776,7853534.469,330.156,0.879,0.879,0.441,0.558,7794517.156,0.935
1534,VUT,2010,Vanuatu,False,VUV,34100.786,351.896,44400.963,458.187,40547.152,418.418,0.768,0.768,0.374,0.625,39250.874,0.868
1535,WSM,2012,Samoa,True,WST,1282.743,559.585,1360.752,593.616,1332.253,581.183,0.942,0.942,0.365,0.634,1321.747,0.97
1536,YEM,2010,Yemen,False,YER,30494.0,138.868,36243.0,165.048,35890.0,163.441,0.841,0.841,0.061,0.938,33368.5,0.913
1537,ZAF,2001,South Africa,False,ZAR,2289.104,265.891,2433.787,282.697,2384.23,276.94,0.94,0.94,0.342,0.657,2361.445,0.969
1538,ZAF,2004,South Africa,False,ZAR,2541.348,393.416,2704.145,418.618,2648.971,410.077,0.939,0.939,0.338,0.661,2622.746,0.968
1539,ZAF,2005,South Africa,False,ZAR,2816.281,442.858,2955.267,464.714,2907.479,457.199,0.952,0.952,0.343,0.656,2885.774,0.975
1540,ZAF,2006,South Africa,False,ZAR,2992.378,441.904,3397.68,501.758,3254.761,480.652,0.88,0.88,0.352,0.647,3195.029,0.936
1541,ZAF,2007,South Africa,False,ZAR,3610.391,512.448,3783.26,536.986,3720.19,528.034,0.954,0.954,0.364,0.635,3696.825,0.976
1542,ZAF,2011,South Africa,False,ZAR,5230.0,720.273,6671.0,918.727,6032.0,830.724,0.783,0.783,0.443,0.556,5950.5,0.878
1543,ZAF,2012,South Africa,False,ZAR,5973.0,727.53,7373.0,898.055,6744.0,821.44,0.81,0.81,0.449,0.55,6673.0,0.895
1544,ZAF,2013,South Africa,False,ZAR,7156.605,741.229,9051.517,937.49,8193.931,848.667,0.79,0.79,0.452,0.547,8104.061,0.883
1545,ZAF,2015,South Africa,False,ZAR,2700.0,211.616,3500.0,274.318,3100.0,242.967,0.771,0.771,0.5,0.5,3100.0,0.87
1546,ZAF,2016,South Africa,False,ZAR,2900.0,197.15,3700.0,251.536,3300.0,224.343,0.783,0.783,0.5,0.5,3300.0,0.878
1547,ZAF,2017,South Africa,False,ZAR,3000.0,225.161,4000.0,300.215,3500.0,262.688,0.75,0.749,0.5,0.5,3500.0,0.857
1548,ZAF,2018,South Africa,False,ZAR,3033.0,229.184,4000.0,302.253,3500.0,264.472,0.758,0.758,0.517,0.482,3516.5,0.862
1549,ZAF,2019,South Africa,False,ZAR,3466.0,239.888,4000.0,276.847,3800.0,263.004,0.866,0.866,0.374,0.625,3733.0,0.928
1550,ZMB,2018,Zambia,True,ZMW,2726.051,260.658,2876.858,275.078,2834.383,271.017,0.947,0.947,0.281,0.718,2801.454,0.973
1551,ZMB,2019,Zambia,False,ZMW,2530.794,196.338,3132.012,242.98,2947.291,228.649,0.808,0.808,0.307,0.692,2831.403,0.893
