,ISO,year,country,break,local_currency_code,F_local,F_usd,M_local,M_usd,T_local,T_usd,ratio,female_share,male_share,balanced_avg,balanced_ratio,ratio_usd
1448,PAK,2019,Pakistan,False,PKR,15798.355,105.297,22363.697,149.055,21544.745,143.597,0.706,0.124,0.875,19081.025,0.827,0.7064305122270302
1449,PAK,2021,Pakistan,False,PKR,20020.482,122.896,24698.793,151.613,24068.182,147.743,0.81,0.134,0.865,22359.637,0.895,0.8105901208999229
1450,PAN,1997,Panama,True,PAB,407.52,407.52,462.769,462.769,442.173,442.173,0.88,0.372,0.627,435.144,0.936,0.8806121412627034
1451,PAN,1998,Panama,False,PAB,281.9,281.9,288.0,288.0,285.9,285.9,0.978,0.344,0.655,284.95,0.989,0.9788194444444444
1452,PAN,1999,Panama,False,PAB,292.0,292.0,298.0,298.0,296.0,296.0,0.979,0.333,0.666,295.0,0.989,0.9798657718120806
1453,PAN,2003,Panama,False,PAB,366.453,366.453,401.482,401.482,387.5,387.5,0.912,0.399,0.6,383.967,0.954,0.9127507584399798
1454,PAN,2006,Panama,True,PAB,395.194,395.194,429.722,429.722,416.234,416.234,0.919,0.39,0.609,412.457,0.958,0.9196503786168733
1455,PAN,2007,Panama,False,PAB,410.247,410.247,431.44,431.44,423.037,423.037,0.95,0.396,0.603,420.843,0.974,0.9508784535508994
1456,PAN,2008,Panama,False,PAB,467.971,467.971,497.216,497.216,486.108,486.108,0.941,0.379,0.62,482.593,0.969,0.9411825041832925
1457,PAN,2009,Panama,False,PAB,521.831,521.831,561.736,561.736,546.177,546.177,0.928,0.389,0.61,541.783,0.963,0.9289612914251535
1458,PAN,2010,Panama,True,PAB,505.335,505.335,524.604,524.604,516.936,516.936,0.963,0.397,0.602,514.969,0.981,0.9632694375185853
1459,PAN,2011,Panama,False,PAB,566.978,566.978,599.858,599.858,586.166,586.166,0.945,0.416,0.583,583.417,0.971,0.9451870275965312
1460,PAN,2012,Panama,False,PAB,630.47,630.47,644.338,644.338,638.648,638.648,0.978,0.41,0.589,637.404,0.989,0.9784771346715545
1461,PAN,2013,Panama,False,PAB,655.433,655.433,711.554,711.554,688.745,688.745,0.921,0.406,0.593,683.493,0.958,0.9211289656161022
1462,PAN,2014,Panama,False,PAB,679.288,679.288,713.566,713.566,699.21,699.21,0.951,0.418,0.581,696.427,0.975,0.9519623973115311
1463,PAN,2015,Panama,False,PAB,733.036,733.036,759.834,759.834,748.53,748.53,0.964,0.421,0.578,746.435,0.982,0.9647317703603682
1464,PAN,2016,Panama,False,PAB,792.59,792.59,804.206,804.206,799.327,799.327,0.985,0.42,0.579,798.398,0.992,0.9855559396473044
1465,PAN,2017,Panama,False,PAB,865.558,865.558,836.936,836.936,849.081,849.081,1.034,0.424,0.575,851.247,1.016,1.034198552816464
1466,PAN,2018,Panama,False,PAB,870.604,870.604,851.59,851.59,859.609,859.609,1.022,0.421,0.578,861.097,1.011,1.022327645932902
1467,PAN,2019,Panama,False,PAB,874.245,874.245,902.744,902.744,890.356,890.356,0.968,0.434,0.565,888.494,0.983,0.9684306957454162
1468,PAN,2020,Panama,True,PAB,971.214,971.214,886.271,886.271,924.526,924.526,1.095,0.45,0.549,928.742,1.045,1.0958431450425434
1469,PAN,2021,Panama,True,PAB,980.74,980.74,890.617,890.617,929.478,929.478,1.101,0.431,0.568,935.678,1.048,1.1011916457916253
1470,PAN,2022,Panama,False,PAB,875.851,875.851,792.789,792.789,827.381,827.381,1.104,0.416,0.583,834.319,1.049,1.1047718876018713
1471,PAN,2023,Panama,False,PAB,919.514,919.514,891.277,891.277,903.684,903.684,1.031,0.439,0.56,905.395,1.015,1.031681508666778
1472,PER,1997,Peru,False,PEN,567.717,213.094,701.4,263.272,652.978,245.097,0.809,0.362,0.637,634.558,0.894,0.8094062414537057
1473,PER,1998,Peru,False,PEN,642.542,219.298,798.835,272.64,740.65,252.781,0.804,0.372,0.627,720.688,0.891,0.8043500586854461
1474,PER,1999,Peru,False,PEN,769.596,227.467,781.694,231.043,776.922,229.632,0.984,0.394,0.605,775.645,0.992,0.9845223616383098
1475,PER,2000,Peru,False,PEN,631.008,180.805,749.717,214.819,706.449,202.421,0.841,0.364,0.635,690.362,0.914,0.8416620503772945
1476,PER,2001,Peru,False,PEN,618.657,176.415,760.08,216.742,710.278,202.541,0.813,0.352,0.647,689.368,0.897,0.8139400762196528
1477,PER,2002,Peru,True,PEN,728.762,207.241,878.126,249.716,822.496,233.896,0.829,0.372,0.627,803.444,0.907,0.8299067740953724
1478,PER,2003,Peru,False,PEN,710.648,204.299,921.926,265.038,842.628,242.241,0.77,0.375,0.624,816.287,0.87,0.7708290886589847
1479,PER,2004,Peru,False,PEN,616.009,180.48,828.067,242.609,750.341,219.836,0.743,0.366,0.633,722.038,0.853,0.7439130452703733
1480,PER,2005,Peru,False,PEN,640.492,194.333,840.955,255.156,767.266,232.798,0.761,0.367,0.632,740.723,0.864,0.7616242612362633
1481,PER,2006,Peru,False,PEN,693.399,211.787,880.601,268.965,811.478,247.853,0.787,0.369,0.63,787.0,0.881,0.7874147193872809
1482,PER,2007,Peru,False,PEN,765.57,244.744,941.677,301.043,874.889,279.692,0.812,0.379,0.62,853.623,0.896,0.8129868490547861
1483,PER,2008,Peru,False,PEN,756.192,258.579,1049.478,358.868,937.622,320.62,0.72,0.381,0.618,902.835,0.837,0.7205407002017455
1484,PER,2009,Peru,False,PEN,851.712,282.819,1128.966,374.884,1023.49,339.86,0.754,0.38,0.619,990.339,0.86,0.7544173664386851
1485,PER,2010,Peru,False,PEN,856.386,303.132,1152.929,408.098,1038.095,367.451,0.742,0.387,0.612,1004.657,0.852,0.7427921724683777
1486,PER,2011,Peru,False,PEN,927.163,336.648,1212.21,440.148,1099.145,399.094,0.764,0.396,0.603,1069.686,0.866,0.7648518225687724
1487,PER,2012,Peru,False,PEN,1015.828,385.135,1300.249,492.969,1188.566,450.626,0.781,0.392,0.607,1158.038,0.877,0.7812560221839507
1488,PER,2013,Peru,False,PEN,1067.182,394.975,1387.592,513.562,1263.449,467.615,0.769,0.387,0.612,1227.387,0.869,0.7690892238911757
1489,PER,2014,Peru,False,PEN,1137.872,400.794,1446.738,509.586,1325.708,466.956,0.786,0.391,0.608,1292.305,0.88,0.7865090485217411
1490,PER,2015,Peru,False,PEN,1174.637,368.868,1495.905,469.754,1370.425,430.35,0.785,0.39,0.609,1335.271,0.879,0.7852365280551097
1491,PER,2016,Peru,False,PEN,1262.745,374.14,1598.581,473.645,1465.353,434.171,0.789,0.396,0.603,1430.663,0.882,0.7899164986434988
1492,PER,2017,Peru,False,PEN,1277.488,391.809,1611.938,494.385,1477.662,453.203,0.792,0.401,0.598,1444.713,0.884,0.7925179768803666
1493,PER,2018,Peru,False,PEN,1320.718,401.849,1668.831,507.768,1528.417,465.045,0.791,0.403,0.596,1494.774,0.883,0.7914027666178255
1494,PER,2019,Peru,False,PEN,1404.612,420.887,1704.991,510.894,1585.081,474.964,0.823,0.399,0.6,1554.801,0.903,0.8238245115425118
1495,PER,2020,Peru,True,PEN,1379.345,394.669,1565.036,447.8,1495.503,427.905,0.881,0.374,0.625,1472.19,0.936,0.8813510495757034
1496,PER,2021,Peru,False,PEN,1489.581,383.858,1730.906,446.046,1638.272,422.175,0.86,0.383,0.616,1610.243,0.925,0.8605794021244446
1497,PER,2022,Peru,True,PEN,1425.591,371.714,1756.146,457.904,1624.76,423.646,0.811,0.397,0.602,1590.868,0.896,0.8117727733324016
1498,PER,2023,Peru,False,PEN,1578.771,421.7,1904.674,508.751,1770.391,472.883,0.828,0.412,0.587,1741.722,0.906,0.8288927196211899
1499,PHL,1993,Philippines,False,PHP,5606.0,206.712,6039.0,222.678,5873.0,216.557,0.928,0.383,0.616,5822.5,0.962,0.9283000565839463
1500,PHL,1994,Philippines,False,PHP,6144.0,232.576,6756.0,255.743,6461.0,244.576,0.909,0.482,0.517,6450.0,0.952,0.9094129653597557
1501,PHL,1995,Philippines,False,PHP,6633.0,257.947,7164.0,278.598,6959.0,270.626,0.925,0.386,0.613,6898.5,0.961,0.9258752754865432
1502,PHL,1996,Philippines,False,PHP,6858.0,261.595,7406.0,282.498,7194.0,274.412,0.926,0.386,0.613,7132.0,0.961,0.9260065557986252
1503,PHL,1997,Philippines,False,PHP,7518.0,255.101,8125.0,275.698,7887.0,267.622,0.925,0.392,0.607,7821.5,0.961,0.9252914420851802
1504,PHL,1998,Philippines,False,PHP,8407.0,205.585,8674.0,212.114,8565.0,209.449,0.969,0.408,0.591,8540.5,0.984,0.9692193820304176
1505,PHL,1999,Philippines,True,PHP,8723.0,223.158,9338.0,238.891,9086.0,232.444,0.934,0.409,0.59,9030.5,0.965,0.9341415122377988
1506,PHL,2001,Philippines,True,PHP,6915.146,135.611,6670.748,130.818,6764.709,132.661,1.036,0.384,0.615,6792.947,1.017,1.0366386888654464
1507,PHL,2003,Philippines,False,PHP,7070.891,130.451,6967.53,128.544,7007.358,129.279,1.014,0.385,0.614,7019.21,1.007,1.0148353871048044
1508,PHL,2004,Philippines,False,PHP,7228.207,128.983,7072.913,126.212,7131.76,127.262,1.021,0.378,0.621,7150.559,1.01,1.0219551231261688
1509,PHL,2005,Philippines,False,PHP,7439.709,135.058,7491.001,135.989,7470.595,135.618,0.993,0.397,0.602,7465.355,0.996,0.9931538580326349
1510,PHL,2006,Philippines,False,PHP,7656.913,149.216,7860.427,153.182,7779.03,151.596,0.974,0.399,0.6,7758.67,0.986,0.9741092295439413
1511,PHL,2007,Philippines,False,PHP,7978.579,172.89,8132.008,176.214,8070.828,174.889,0.981,0.398,0.601,8055.293,0.99,0.9811365725765262
1512,PHL,2008,Philippines,False,PHP,8476.763,191.249,8504.437,191.873,8493.399,191.624,0.996,0.398,0.601,8490.6,0.998,0.9967478488375123
1513,PHL,2009,Philippines,False,PHP,8828.677,185.166,8839.969,185.403,8835.451,185.309,0.998,0.4,0.599,8834.323,0.999,0.9987217035323054
1514,PHL,2010,Philippines,False,PHP,9392.308,208.21,9253.844,205.141,9309.254,206.369,1.014,0.4,0.599,9323.076,1.007,1.01496044184244
1515,PHL,2011,Philippines,False,PHP,9844.696,227.291,9548.792,220.459,9666.602,223.179,1.03,0.398,0.601,9696.743,1.015,1.0309898892764642
1516,PHL,2012,Philippines,False,PHP,10423.695,246.839,9957.212,235.792,10141.655,240.16,1.046,0.395,0.604,10190.453,1.022,1.0468506141005631
1517,PHL,2013,Philippines,False,PHP,10977.483,258.62,10407.071,245.183,10631.893,250.479,1.054,0.394,0.605,10692.277,1.026,1.0548039627543508
1518,PHL,2014,Philippines,False,PHP,11519.05,259.466,10924.928,246.084,11160.633,251.393,1.054,0.396,0.603,11221.989,1.026,1.0543798052697453
1519,PHL,2015,Philippines,False,PHP,11871.744,260.901,11253.363,247.311,11497.51,252.677,1.054,0.394,0.605,11562.553,1.026,1.0549510535317879
1520,PHL,2016,Philippines,True,PHP,12586.36,265.018,11955.262,251.73,12194.434,256.766,1.052,0.378,0.621,12270.811,1.025,1.0527867159257935
1521,PHL,2017,Philippines,False,PHP,13043.743,258.785,12386.596,245.748,12630.924,250.595,1.053,0.371,0.628,12715.169,1.025,1.053050279147745
1522,PHL,2018,Philippines,False,PHP,13848.802,262.978,13221.644,251.069,13452.754,255.457,1.047,0.368,0.631,13535.223,1.023,1.0474331757405335
1523,PHL,2019,Philippines,False,PHP,15151.769,292.529,14305.021,276.181,14623.306,282.326,1.059,0.375,0.624,14728.395,1.028,1.0591930654172446
1524,PHL,2020,Philippines,False,PHP,16028.574,323.0,14744.095,297.116,15229.753,306.902,1.087,0.378,0.621,15386.334,1.041,1.087117489465394
1525,PHL,2021,Philippines,True,PHP,16293.453,330.801,15075.726,306.078,15528.057,315.261,1.08,0.371,0.628,15684.589,1.038,1.0807735283163116
1526,PHL,2022,Philippines,False,PHP,17090.785,313.72,16107.227,295.666,16487.741,302.651,1.061,0.386,0.613,16599.006,1.029,1.0610621444467745
1527,POL,2005,Poland,False,EUR,415.568,517.004,476.908,593.317,448.599,558.097,0.871,0.461,0.538,446.238,0.931,0.8713790435804132
1528,POL,2006,Poland,False,EUR,495.124,621.678,572.631,718.995,537.291,674.622,0.864,0.455,0.544,533.877,0.927,0.8646485719650345
1529,POL,2007,Poland,False,EUR,577.943,792.058,693.643,950.622,641.847,879.637,0.833,0.447,0.552,635.793,0.909,0.8331997365935145
1530,POL,2008,Poland,False,EUR,665.828,979.27,799.922,1176.49,740.103,1088.511,0.832,0.446,0.553,732.875,0.908,0.8323657659648616
1531,POL,2009,Poland,False,EUR,785.074,1095.008,929.775,1296.833,861.583,1201.72,0.844,0.471,0.528,857.424,0.915,0.8443708634804944
1532,POL,2010,Poland,False,EUR,669.111,887.052,779.575,1033.496,727.052,963.865,0.858,0.475,0.524,724.343,0.923,0.8583023059595779
1533,POL,2011,Poland,False,EUR,751.423,1045.948,862.396,1200.416,809.492,1126.776,0.871,0.476,0.523,806.909,0.931,0.8713212752912325
1534,POL,2012,Poland,False,EUR,759.909,976.322,886.47,1138.927,826.694,1062.127,0.857,0.472,0.527,823.189,0.923,0.8572296556320116
1535,POL,2013,Poland,False,EUR,774.736,1028.941,901.587,1197.414,841.062,1117.029,0.859,0.477,0.522,838.161,0.924,0.8593026305020653
1536,POL,2014,Poland,False,EUR,798.188,1060.393,946.084,1256.873,875.513,1163.119,0.843,0.477,0.522,872.136,0.915,0.8436755344414273
1537,POL,2015,Poland,False,EUR,782.372,868.052,964.459,1070.079,876.793,972.813,0.811,0.481,0.518,873.415,0.895,0.8112036587952852
1538,POL,2016,Poland,False,EUR,820.791,908.536,999.202,1106.02,913.182,1010.804,0.821,0.482,0.517,909.996,0.901,0.8214462667944521
1539,POL,2017,Poland,False,EUR,815.113,920.818,1000.754,1130.533,910.845,1028.964,0.814,0.484,0.515,907.933,0.897,0.8144990017982668
1540,POL,2018,Poland,False,EUR,886.711,1047.165,1058.895,1250.506,974.301,1150.605,0.837,0.491,0.508,972.803,0.911,0.8373930233041664
1541,POL,2019,Poland,False,EUR,956.374,1070.636,1175.466,1315.905,1066.971,1194.447,0.813,0.495,0.504,1065.92,0.897,0.8136119248729962
1542,POL,2020,Poland,False,EUR,1047.785,1196.775,1265.572,1445.531,1159.714,1324.621,0.827,0.486,0.513,1156.678,0.905,0.8279137562598105
1543,POL,2021,Poland,False,EUR,1072.007,1267.906,1252.297,1481.142,1164.874,1377.743,0.856,0.484,0.515,1162.152,0.922,0.8560327098954725
1544,POL,2022,Poland,False,EUR,1193.833,1257.164,1359.4,1431.514,1279.565,1347.444,0.878,0.482,0.517,1276.616,0.935,0.87820587154579
1545,POL,2023,Poland,False,EUR,1264.518,1367.284,1534.864,1659.6,1401.922,1515.855,0.823,0.491,0.508,1399.691,0.903,0.8238635815859244
1546,PRT,1997,Portugal,False,PTE,106600.0,608.057,150900.0,860.749,132800.0,757.505,0.706,0.408,0.591,128750.0,0.827,0.7064277739503618
1547,PRT,1998,Portugal,True,PTE,90133.618,500.452,109685.627,609.011,100671.312,558.961,0.821,0.461,0.538,99909.622,0.902,0.8217454200334642
1548,PRT,2003,Portugal,False,EUR,581.173,657.4,692.83,783.701,638.885,722.681,0.838,0.483,0.516,637.001,0.912,0.8388403230313601
1549,PRT,2004,Portugal,False,EUR,612.278,761.614,723.962,900.538,668.381,831.401,0.845,0.497,0.502,668.12,0.916,0.8457322178519951
1550,PRT,2005,Portugal,False,EUR,627.129,780.205,742.558,923.809,685.535,852.868,0.844,0.494,0.505,684.843,0.915,0.8445522829935626
1551,PRT,2006,Portugal,False,EUR,645.056,809.932,773.973,971.799,710.558,892.176,0.833,0.491,0.508,709.514,0.909,0.8334357207611862
1552,PRT,2007,Portugal,False,EUR,654.158,896.509,785.695,1076.777,720.728,987.742,0.832,0.493,0.506,719.926,0.908,0.8325855771436426
1553,PRT,2008,Portugal,False,EUR,676.868,995.507,826.05,1214.917,752.502,1106.746,0.819,0.493,0.506,751.459,0.9,0.8194033008016186
1554,PRT,2009,Portugal,False,EUR,698.061,973.643,831.585,1159.88,763.768,1065.291,0.839,0.507,0.492,764.823,0.912,0.8394342518191537
1555,PRT,2010,Portugal,False,EUR,718.429,952.434,831.496,1102.328,773.823,1025.869,0.864,0.51,0.489,774.962,0.927,0.8640205093220893
1556,PRT,2011,Portugal,False,EUR,730.048,1016.195,869.454,1210.241,798.203,1111.063,0.839,0.511,0.488,799.751,0.912,0.839663339781085
1557,PRT,2012,Portugal,False,EUR,740.994,952.021,878.283,1128.408,807.076,1036.922,0.843,0.518,0.481,809.638,0.915,0.8436850855364372
1558,PRT,2013,Portugal,False,EUR,731.088,970.972,878.319,1166.512,801.549,1064.552,0.832,0.521,0.478,804.703,0.908,0.8323720630392144
1559,PRT,2014,Portugal,False,EUR,742.181,985.988,888.999,1181.036,811.931,1078.65,0.834,0.524,0.475,815.59,0.909,0.8348500807765386
1560,PRT,2015,Portugal,False,EUR,757.726,840.706,899.769,998.305,825.463,915.862,0.842,0.523,0.476,828.747,0.914,0.842133416140358
1561,PRT,2016,Portugal,False,EUR,766.495,848.436,901.6,997.983,830.914,919.741,0.85,0.523,0.476,834.047,0.919,0.8501507540709612
1562,PRT,2017,Portugal,False,EUR,784.114,885.799,926.343,1046.472,852.152,962.66,0.846,0.521,0.478,855.228,0.916,0.8464622082578416
1563,PRT,2018,Portugal,False,EUR,810.094,956.684,947.049,1118.422,875.271,1033.655,0.855,0.524,0.475,878.571,0.922,0.8553873224954445
1564,PRT,2019,Portugal,False,EUR,825.562,924.196,972.146,1088.293,895.558,1002.554,0.849,0.522,0.477,898.854,0.918,0.8492161577810389
1565,PRT,2020,Portugal,False,EUR,876.554,1001.197,1016.962,1161.57,943.504,1077.666,0.861,0.523,0.476,946.758,0.925,0.8619342786056803
1566,PRT,2021,Portugal,False,EUR,932.061,1102.386,1086.111,1284.588,1005.916,1189.738,0.858,0.52,0.479,1009.086,0.923,0.8581630841950882
1567,PRT,2022,Portugal,False,EUR,967.161,1018.467,1115.26,1174.423,1037.934,1092.995,0.867,0.522,0.477,1041.21,0.928,0.867206279168579
1568,PRT,2023,Portugal,False,EUR,988.449,1068.779,1133.818,1225.962,1058.826,1144.876,0.871,0.515,0.484,1061.133,0.931,0.8717880325817603
1569,PRY,1990,Paraguay,False,PYG,196800.0,160.025,259052.0,210.644,245183.0,199.367,0.759,0.222,0.777,227926.0,0.863,0.7596940810087162
1570,PRY,1991,Paraguay,False,PYG,268860.0,202.885,361236.0,272.593,339252.0,256.004,0.744,0.237,0.762,315048.0,0.853,0.744278099584362
1571,PRY,1992,Paraguay,False,PYG,281293.0,187.496,403197.0,268.752,370520.0,246.971,0.697,0.268,0.731,342245.0,0.821,0.6976543430374472
1572,PRY,1993,Paraguay,False,PYG,376062.0,215.589,498260.0,285.643,466505.0,267.438,0.754,0.259,0.74,437161.0,0.86,0.7547498100776144
1573,PRY,1994,Paraguay,False,PYG,491975.0,258.286,662351.0,347.735,617861.0,324.377,0.742,0.261,0.738,577163.0,0.852,0.7427667620458107
1574,PRY,1995,Paraguay,False,PYG,603788.0,307.581,747442.0,380.761,710049.0,361.713,0.807,0.26,0.739,675615.0,0.893,0.8078059465123791
1575,PRY,1996,Paraguay,False,PYG,682925.0,332.031,825610.0,401.403,787852.0,383.045,0.827,0.264,0.735,754267.5,0.905,0.8271761795502276
1576,PRY,1997,Paraguay,False,PYG,773147.0,355.003,948077.0,435.324,900601.0,413.525,0.815,0.271,0.728,860612.0,0.898,0.8154914500464021
1577,PRY,1998,Paraguay,True,PYG,609802.698,223.659,758698.75,278.269,704482.77,258.384,0.803,0.364,0.635,684250.723,0.891,0.8037510466491057
1578,PRY,1999,Paraguay,True,PYG,695111.627,222.858,826197.732,264.886,777157.115,249.163,0.841,0.374,0.625,760654.679,0.913,0.8413355179209169
1579,PRY,2000,Paraguay,False,PYG,606598.0,173.992,899758.0,258.079,787514.0,225.885,0.674,0.382,0.617,753178.0,0.805,0.6741811615823061
1580,PRY,2001,Paraguay,True,PYG,757906.772,184.589,884497.612,215.42,835030.998,203.372,0.856,0.39,0.609,821202.192,0.922,0.8568795840683316
1581,PRY,2002,Paraguay,True,PYG,599929.181,104.951,824220.254,144.189,737552.677,129.026,0.727,0.386,0.613,712074.717,0.842,0.7278710581250997
1582,PRY,2003,Paraguay,False,PYG,683218.142,106.348,927338.879,144.348,833219.657,129.697,0.736,0.385,0.614,805278.51,0.848,0.7367473051237287
1583,PRY,2004,Paraguay,False,PYG,679616.45,113.751,884462.721,148.038,804576.105,134.667,0.768,0.389,0.61,782039.585,0.869,0.7683905483727151
1584,PRY,2005,Paraguay,False,PYG,765672.161,123.937,1024539.58,165.839,918977.298,148.751,0.747,0.407,0.592,895105.87,0.855,0.7473332569540337
1585,PRY,2006,Paraguay,False,PYG,873955.48,155.092,1156150.564,205.17,1047254.39,185.845,0.755,0.385,0.614,1015053.022,0.86,0.7559194814056637
1586,PRY,2007,Paraguay,False,PYG,865948.1,172.064,1181841.552,234.832,1061324.364,210.885,0.732,0.381,0.618,1023894.825,0.845,0.732711044491381
1587,PRY,2008,Paraguay,False,PYG,1010714.079,231.64,1338597.349,306.786,1216062.833,278.703,0.755,0.373,0.626,1174655.714,0.86,0.7550540115911416
1588,PRY,2009,Paraguay,False,PYG,1069208.271,215.276,1386143.966,279.088,1262973.16,254.289,0.771,0.388,0.611,1227676.118,0.87,0.7713552714555982
1589,PRY,2010,Paraguay,False,PYG,1167335.104,245.319,1528108.718,321.137,1393409.774,292.83,0.763,0.373,0.626,1347721.911,0.866,0.7639076157527783
1590,PRY,2011,Paraguay,False,PYG,1405119.544,335.047,1782085.647,424.933,1633673.763,389.545,0.788,0.393,0.606,1593602.595,0.881,0.78847018235816
1591,PRY,2012,Paraguay,False,PYG,1458619.588,329.881,1823791.061,412.468,1680374.219,380.033,0.799,0.392,0.607,1641205.324,0.888,0.7997735581911808
1592,PRY,2013,Paraguay,False,PYG,1655693.221,384.698,2082879.73,483.954,1903658.703,442.312,0.794,0.419,0.58,1869286.475,0.885,0.7949061274418643
1593,PRY,2014,Paraguay,False,PYG,1710404.014,383.311,2250058.002,504.25,2035461.723,456.158,0.76,0.397,0.602,1980231.008,0.863,0.7601606346058503
1594,PRY,2015,Paraguay,False,PYG,1861511.52,357.644,2256790.413,433.588,2093259.272,402.169,0.824,0.413,0.586,2059150.966,0.904,0.8248475511314889
1595,PRY,2016,Paraguay,False,PYG,1847331.033,325.777,2224502.525,392.291,2075944.677,366.093,0.83,0.393,0.606,2035916.779,0.907,0.8304472955025733
1596,PRY,2017,Paraguay,False,PYG,2220584.943,395.197,2600819.147,462.867,2451865.076,436.358,0.853,0.391,0.608,2410702.045,0.921,0.8538024961814085
1597,PRY,2018,Paraguay,False,PYG,2299073.266,401.087,2787709.961,486.333,2590061.358,451.852,0.824,0.404,0.595,2543391.613,0.903,0.824716809264434
1598,PRY,2019,Paraguay,False,PYG,2400176.73,384.599,2820604.192,451.968,2646762.073,424.111,0.85,0.413,0.586,2610390.461,0.919,0.850942987114132
1599,PRY,2020,Paraguay,False,PYG,2325361.0,343.425,2621320.0,387.134,2505151.0,369.977,0.887,0.392,0.607,2473340.5,0.94,0.8870959409403463
1600,PRY,2021,Paraguay,False,PYG,2421507.498,357.462,2704082.225,399.176,2590196.53,382.364,0.895,0.403,0.596,2562794.861,0.944,0.8954997294426519
1601,PRY,2022,Paraguay,False,PYG,2575103.364,368.781,2961908.289,424.175,2803691.163,401.517,0.869,0.409,0.59,2768505.826,0.93,0.8694076737195733
1602,PRY,2023,Paraguay,False,PYG,2722461.516,373.509,3168094.337,434.648,2980586.552,408.923,0.859,0.42,0.579,2945277.926,0.924,0.8593367506580037
1603,QAT,2001,Qatar,False,QAR,2887.0,793.132,2904.0,797.802,2902.0,797.253,0.994,0.117,0.882,2895.5,0.997,0.9941464172814808
1604,QAT,2009,Qatar,False,QAR,6106.0,1677.473,8484.0,2330.769,7792.0,2140.659,0.719,0.291,0.708,7295.0,0.837,0.7197079590469927
1605,QAT,2011,Qatar,False,QAR,6094.0,1674.176,7882.0,2165.385,7401.0,2033.242,0.773,0.269,0.73,6988.0,0.872,0.7731539656920131
1606,QAT,2012,Qatar,False,QAR,7445.0,2045.33,9089.0,2496.978,8654.0,2377.472,0.819,0.264,0.735,8267.0,0.9,0.8191221548607956
1607,QAT,2013,Qatar,False,QAR,8510.0,2337.912,10075.0,2767.857,9667.0,2655.769,0.844,0.26,0.739,9292.5,0.915,0.8446650242407754
1608,QAT,2014,Qatar,False,QAR,9294.0,2553.297,10893.0,2992.582,10483.0,2879.945,0.853,0.256,0.743,10093.5,0.92,0.8532087007139655
1609,QAT,2015,Qatar,False,QAR,9406.0,2584.066,11034.0,3031.319,10568.0,2903.297,0.852,0.286,0.713,10220.0,0.92,0.8524559770845628
1610,QAT,2016,Qatar,False,QAR,9845.0,2704.67,11166.0,3067.582,10793.0,2965.11,0.881,0.282,0.717,10505.5,0.937,0.8816944420719642
1611,QAT,2017,Qatar,False,QAR,9960.0,2736.264,11560.0,3175.824,11099.0,3049.176,0.861,0.288,0.711,10760.0,0.925,0.8615918262472984
1612,QAT,2018,Qatar,False,QAR,10034.0,2756.593,11571.0,3178.846,11121.0,3055.22,0.867,0.292,0.707,10802.5,0.928,0.8671678338617221
1613,QAT,2019,Qatar,False,QAR,10391.0,2854.67,11693.0,3212.363,11308.0,3106.593,0.888,0.295,0.704,11042.0,0.941,0.8886511269118715
1614,QAT,2020,Qatar,False,QAR,11002.0,3022.528,11758.0,3230.22,11554.0,3174.176,0.935,0.269,0.73,11380.0,0.966,0.9357034505389725
1615,QAT,2022,Qatar,False,QAR,12237.0,3361.813,11863.0,3259.066,11963.0,3286.538,1.031,0.267,0.732,12050.0,1.015,1.031526517106435
1616,ROU,2005,Romania,True,RON,891.0,305.802,1037.0,355.911,968.0,332.229,0.859,0.472,0.527,964.0,0.924,0.8592091843185516
1617,ROU,2006,Romania,False,RON,1062.0,378.073,1222.0,435.033,1146.0,407.977,0.869,0.475,0.525,1142.0,0.929,0.8690674040819891
1618,ROU,2007,Romania,False,EUR,259.189,355.213,316.743,434.09,291.743,399.827,0.818,0.434,0.565,287.966,0.9,0.8182934414522335
1619,ROU,2008,Romania,False,EUR,302.84,445.404,364.646,536.304,338.295,497.549,0.83,0.426,0.573,333.743,0.907,0.8305065783585429
1620,ROU,2009,Romania,False,EUR,320.814,447.466,380.99,531.398,355.054,495.224,0.842,0.431,0.568,350.902,0.914,0.8420543547397619
1621,ROU,2010,Romania,False,EUR,295.723,392.045,348.159,461.561,325.846,431.979,0.849,0.425,0.574,321.941,0.918,0.8493893548198397
1622,ROU,2011,Romania,False,EUR,299.513,416.909,350.16,487.407,328.304,456.985,0.855,0.431,0.568,324.836,0.922,0.8553611253018525
1623,ROU,2012,Romania,False,EUR,299.65,384.987,354.398,455.327,331.07,425.355,0.845,0.426,0.573,327.024,0.916,0.8455176170093143
1624,ROU,2013,Romania,False,EUR,302.002,401.095,348.826,463.282,328.856,436.76,0.865,0.426,0.573,325.414,0.928,0.8657685815550789
1625,ROU,2014,Romania,False,EUR,322.19,428.029,369.367,490.704,349.127,463.816,0.872,0.429,0.57,345.778,0.931,0.8722753431804101
1626,ROU,2015,Romania,False,EUR,335.101,371.798,390.885,433.692,366.938,407.122,0.857,0.429,0.57,362.993,0.923,0.8572858157402027
1627,ROU,2016,Romania,False,EUR,373.851,413.816,421.924,467.029,401.397,444.308,0.886,0.426,0.573,397.887,0.939,0.8860606086559935
1628,ROU,2017,Romania,False,EUR,421.032,475.632,452.272,510.923,438.849,495.759,0.93,0.429,0.57,436.652,0.964,0.9309269694259213
