,ISO,year,country,T,M,F,ratio,break,female_share,male_share,balanced_avg,balanced_ratio
4006,ITA,2014,Italy,1286.271,1414.914,1130.777,0.7991842613756031,False,0.45274990585527425,0.5472500941447258,1272.8455,0.8883851182252678
4009,ITA,2015,Italy,1307.589,1435.25,1152.079,0.8027026650409336,False,0.45082653237796255,0.5491734676220374,1293.6644999999999,0.8905546994603315
4012,ITA,2016,Italy,1319.238,1444.427,1166.404,0.8075202138979679,False,0.45028289026447416,0.5497171097355258,1305.4155,0.8935116826788099
4015,ITA,2017,Italy,1325.863,1450.359,1176.081,0.8108895797523233,False,0.4539044327288366,0.5460955672711634,1313.2199999999998,0.8955704299355782
4018,ITA,2018,Italy,1338.435,1466.293,1184.322,0.8076980521628351,False,0.4534437938653264,0.5465562061346736,1325.3075,0.8936205371206305
4021,ITA,2019,Italy,1354.972,1482.538,1201.049,0.8101303305547648,False,0.4531828952463507,0.5468171047536493,1341.7935,0.8951071830352435
4024,ITA,2020,Italy,1365.486,1487.645,1217.168,0.8181844458859472,False,0.45164283839291264,0.5483571616070874,1352.4065,0.9000015897587004
4027,ITA,2021,Italy,3077.83,3421.677,2643.117,0.7724624504300085,False,0.4416448314837652,0.5583551685162348,3032.397,0.8716263075052508
4030,ITA,2022,Italy,3116.198,3482.43,2655.792,0.7626260972941309,False,0.4430379440577375,0.5569620559422626,3069.111,0.8653294064633048
4033,ITA,2023,Italy,3203.698,3533.506,2804.042,0.793558012919746,False,0.45212375113782177,0.5478762488621782,3168.774,0.8848980709889692
4057,JAM,2008,Jamaica,30578.195,33007.278,28111.792,0.851684649670294,False,0.49618832532663765,0.5038116746733623,30559.535,0.9199024788826139
4060,JAM,2009,Jamaica,28534.069,30762.205,26407.878,0.8584520517953768,False,0.5117061718148411,0.4882938281851589,28585.0415,0.9238355662348785
4063,JAM,2010,Jamaica,29228.216,31000.854,27559.628,0.8889957676649811,False,0.515118158470266,0.484881841529734,29280.241,0.9412363784847262
4066,JAM,2011,Jamaica,31509.509,33069.946,30020.721,0.9077946785882263,False,0.5117487230361827,0.4882512769638173,31545.3335,0.9516691589264701
4069,JAM,2012,Jamaica,30639.538,31830.334,29551.991,0.9284222716607373,False,0.5226587919378249,0.47734120806217506,30691.1625,0.9628827516715929
4072,JAM,2013,Jamaica,35859.531,35922.63,35800.329,0.9965954330181281,False,0.5159320038265833,0.48406799617341667,35861.4795,0.9982948137987446
4075,JAM,2014,Jamaica,37139.627,37247.371,37040.375,0.9944426681818698,False,0.520512473670985,0.47948752632901503,37143.873,0.9972135915928854
4101,JOR,1980,Jordan,74.043,76.121,63.651,0.8361818683411937,False,0.16663993584602968,0.8333600641539703,69.886,0.910783275620296
4102,JOR,1981,Jordan,79.759,87.812,73.264,0.8343278822939917,False,0.5535468792961229,0.4464531207038771,80.538,0.9096823859544563
4103,JOR,1982,Jordan,97.945,102.101,80.278,0.7862606634606909,False,0.19044127755120777,0.8095587224487922,91.18950000000001,0.8803425833018056
4104,JOR,1983,Jordan,102.621,107.038,85.214,0.7961097927838712,False,0.20239186217008806,0.7976081378299119,96.126,0.8864823252814015
4105,JOR,1984,Jordan,90.41,92.229,80.278,0.8704203666959417,False,0.15220483641536303,0.847795163584637,86.2535,0.9307216518749964
4106,JOR,1985,Jordan,111.194,129.9,103.92,0.7999999999999999,False,0.7200153964588145,0.2799846035411855,116.91,0.888888888888889
4107,JOR,1986,Jordan,116.91,123.145,95.606,0.7763693207194771,False,0.2264061875885108,0.7735938124114892,109.37549999999999,0.8741080040776957
4108,JOR,1987,Jordan,127.302,135.096,103.92,0.7692307692307693,False,0.2499999999999999,0.7500000000000001,119.50800000000001,0.8695652173913043
4109,JOR,1988,Jordan,129.9,135.096,106.518,0.7884615384615384,False,0.18181818181818174,0.8181818181818182,120.807,0.8817204301075269
4110,JOR,1989,Jordan,132.498,140.292,107.297,0.764811963618738,False,0.23621760872859554,0.7637823912714045,123.7945,0.8667347903178251
4111,JOR,1990,Jordan,135.096,142.89,111.714,0.7818181818181819,False,0.24999999999999956,0.7500000000000004,127.30199999999999,0.8775510204081634
4114,JOR,1991,Jordan,135.096,150.684,119.508,0.7931034482758621,False,0.4999999999999998,0.5000000000000002,135.096,0.8846153846153846
4117,JOR,1992,Jordan,145.488,152.762,122.885,0.8044212565952266,False,0.24346487264450922,0.7565351273554908,137.8235,0.8916113725162981
4120,JOR,1993,Jordan,152.762,159.257,131.199,0.8238193611583793,False,0.23148478152398624,0.7685152184760138,145.228,0.903400170765968
4123,JOR,2016,Jordan,493.0,507.0,458.0,0.903353057199211,False,0.2857142857142857,0.7142857142857143,482.5,0.9492227979274611
4126,JOR,2017,Jordan,353.086,360.468,324.388,0.8999078975110133,True,0.20460088691796,0.79539911308204,342.428,0.9473173922693237
4129,JOR,2018,Jordan,331.572,332.091,329.187,0.9912554089090039,False,0.1787190082644649,0.821280991735535,330.639,0.9956085035340658
4132,JOR,2019,Jordan,320.031,318.375,329.094,1.0336678445229681,False,0.15449202350965638,0.8455079764903436,323.7345,1.0165552327601783
4135,JOR,2020,Jordan,321.731,318.84,335.914,1.053550370091582,False,0.1693217757994622,0.8306782242005378,327.37699999999995,1.026076969365594
4138,JOR,2021,Jordan,337.059,334.678,348.852,1.042351155438959,False,0.16798363200225994,0.83201636799774,341.765,1.0207364709668925
4141,JOR,2022,Jordan,340.545,337.387,357.104,1.0584403074214477,False,0.1601663539077962,0.8398336460922038,347.2455,1.0283905766957382
4144,JOR,2023,Jordan,341.397,342.413,336.967,0.9840952300292336,False,0.18655894234300674,0.8134410576569933,339.69,0.9919838676440283
4147,JPN,1993,Japan,281100.0,319900.0,197000.0,0.6158174429509221,False,0.31570382424735555,0.6842961757526445,258450.0,0.7622364093635132
4150,JPN,1994,Japan,288400.0,327400.0,203000.0,0.6200366524129505,False,0.3135048231511254,0.6864951768488746,265200.0,0.7654600301659125
4153,JPN,1995,Japan,291300.0,330000.0,206200.0,0.6248484848484849,False,0.31260096930533116,0.6873990306946689,268100.0,0.7691160014919806
4156,JPN,1996,Japan,295600.0,334000.0,209600.0,0.6275449101796408,False,0.3086816720257235,0.6913183279742765,271800.0,0.7711552612214864
4159,JPN,1997,Japan,298900.0,337000.0,212700.0,0.6311572700296736,False,0.3065164923572003,0.6934835076427996,274850.0,0.7738766599963617
4162,JPN,1998,Japan,299100.0,336400.0,214900.0,0.6388228299643282,False,0.3069958847736626,0.6930041152263374,275650.0,0.7796118265916924
4165,JPN,2009,Japan,294500.0,326800.0,228000.0,0.6976744186046512,False,0.3269230769230769,0.6730769230769231,277400.0,0.821917808219178
4168,JPN,2010,Japan,296200.0,328300.0,227600.0,0.6932683521169661,False,0.3187686196623635,0.6812313803376365,277950.0,0.8188523115668286
4171,JPN,2011,Japan,296800.0,328300.0,231900.0,0.7063661285409686,False,0.32676348547717843,0.6732365145228216,280100.0,0.8279186004998215
4174,JPN,2012,Japan,297700.0,329000.0,233100.0,0.7085106382978723,False,0.32638164754953075,0.6736183524504693,281050.0,0.8293897882938979
4177,JPN,2013,Japan,295700.0,326000.0,232600.0,0.7134969325153374,False,0.32441113490364026,0.6755888650963597,279300.0,0.832796276405299
4180,JPN,2014,Japan,299600.0,329600.0,238000.0,0.7220873786407767,False,0.32751091703056767,0.6724890829694323,283800.0,0.8386187455954898
4183,JPN,2015,Japan,303500.0,334000.0,241700.0,0.7236526946107784,False,0.3304442036836403,0.6695557963163596,287850.0,0.8396734410283133
4186,JPN,2016,Japan,303600.0,334600.0,243900.0,0.7289300657501494,False,0.34178610804851156,0.6582138919514884,289250.0,0.8432152117545376
4189,JPN,2017,Japan,303800.0,334400.0,246300.0,0.7365430622009569,False,0.3473325766174801,0.6526674233825198,290350.0,0.8482865507146548
4192,JPN,2018,Japan,305300.0,336100.0,246900.0,0.7346027967866706,False,0.3452914798206278,0.6547085201793722,291500.0,0.8469982847341337
4195,JPN,2019,Japan,306000.0,336100.0,249800.0,0.7432311811960726,False,0.3487833140208575,0.6512166859791425,292950.0,0.852705239802014
4198,JPN,2020,Japan,307700.0,338800.0,251800.0,0.7432113341204251,False,0.35747126436781607,0.6425287356321839,295300.0,0.8526921774466644
4201,JPN,2021,Japan,307400.0,337200.0,253600.0,0.7520759193357058,False,0.35645933014354064,0.6435406698564594,295400.0,0.8584969532836831
4229,KAZ,1998,Kazakhstan,9683.0,10904.0,8260.0,0.7575201760821717,False,0.46180030257186083,0.5381996974281391,9582.0,0.8620329785013567
4232,KAZ,1999,Kazakhstan,11864.0,14034.0,9485.0,0.6758586290437509,False,0.47702791822378543,0.5229720817762146,11759.5,0.8065819124962796
4235,KAZ,2000,Kazakhstan,14374.0,17603.0,10819.0,0.6146111458274158,False,0.4759728773584906,0.5240271226415094,14211.0,0.7613116599817044
4238,KAZ,2001,Kazakhstan,17303.0,21511.0,12635.0,0.5873739017246989,False,0.47408742676881477,0.5259125732311852,17073.0,0.7400574005740057
4241,KAZ,2002,Kazakhstan,20323.0,24847.0,15340.0,0.6173783555358796,False,0.4758598927106343,0.5241401072893657,20093.5,0.7634309602607808
4244,KAZ,2003,Kazakhstan,23128.0,28476.0,17304.0,0.6076696165191741,False,0.47869674185463656,0.5213032581453634,22890.0,0.7559633027522936
4247,KAZ,2004,Kazakhstan,28329.0,34648.0,21445.0,0.6189390441006696,False,0.47860334772400215,0.5213966522759979,28046.5,0.7646230367425525
4250,KAZ,2005,Kazakhstan,33807.0,41840.0,25564.0,0.6109942638623327,False,0.49354878348488573,0.5064512165151143,33702.0,0.7585306509999407
4253,KAZ,2006,Kazakhstan,40800.0,49737.0,30984.0,0.622956752518246,False,0.476563749800032,0.523436250199968,40360.5,0.7676812725313116
4262,KAZ,2009,Kazakhstan,67333.0,80491.0,53276.0,0.6618876644593805,False,0.4834833731398126,0.5165166268601874,66883.5,0.7965492236500781
4265,KAZ,2010,Kazakhstan,77611.0,92853.0,61273.0,0.6598925182815849,False,0.48264724509183027,0.5173527549081698,77063.0,0.7951027081738318
4268,KAZ,2011,Kazakhstan,90028.0,106533.0,72430.0,0.6798832286709282,False,0.4839750168606867,0.5160249831393133,89481.5,0.8094410576487877
4271,KAZ,2012,Kazakhstan,101263.0,118799.0,82625.0,0.695502487394675,False,0.4847680654613811,0.5152319345386189,100712.0,0.8204086901263007
4280,KAZ,2015,Kazakhstan,126021.0,151694.0,99911.0,0.6586351470723958,False,0.49578046849352103,0.504219531506479,125802.5,0.7941893046640568
4283,KAZ,2016,Kazakhstan,142898.0,169352.0,116108.0,0.6856015872266049,False,0.49684471489745324,0.5031552851025467,142730.0,0.8134799971975057
4286,KAZ,2017,Kazakhstan,150827.0,179575.0,121793.0,0.6782291521648336,False,0.4975251808521685,0.5024748191478314,150684.0,0.8082676329271854
4292,KAZ,2019,Kazakhstan,186815.0,222514.0,150779.0,0.6776157904671167,False,0.497651076880184,0.5023489231198159,186646.5,0.8078319175553788
4295,KAZ,2020,Kazakhstan,213003.0,243524.0,182679.0,0.7501478293720537,False,0.5016188676144301,0.4983811323855699,213101.5,0.8572393906190243
4298,KAZ,2022,Kazakhstan,309867.0,355296.0,265762.0,0.7480016662163379,False,0.5073938392119195,0.4926061607880805,310529.0,0.8558363309062922
4309,KEN,1977,Kenya,986.5,996.8,932.4,0.9353932584269663,False,0.15993788819875712,0.8400621118012429,964.5999999999999,0.9666182873730044
4310,KEN,1978,Kenya,1066.7,1093.5,930.2,0.8506630086877001,False,0.16411512553582341,0.8358848744641766,1011.85,0.9193062212778574
4311,KEN,1979,Kenya,1162.5,1197.1,989.9,0.8269150446913375,False,0.1669884169884166,0.8330115830115834,1093.5,0.9052583447645176
4312,KEN,1980,Kenya,1299.5,1346.4,1071.1,0.795528817587641,False,0.17035960770069036,0.8296403922993096,1208.75,0.8861220268872801
4313,KEN,1981,Kenya,1522.2,1561.5,1345.7,0.8617995517130964,False,0.18211306765523616,0.8178869323447638,1453.6,0.9257705008255367
4314,KEN,1982,Kenya,1608.2,1657.6,1387.4,0.8369932432432433,False,0.182827535159141,0.817172464840859,1522.5,0.911264367816092
4315,KEN,1983,Kenya,1707.8,1753.2,1508.0,0.8601414556240018,False,0.1851549755301798,0.8148450244698202,1630.6,0.9248129522875016
4316,KEN,1984,Kenya,1870.4,1932.3,1614.4,0.8354810329658956,False,0.19471531928279298,0.805284680717207,1773.35,0.9103673837651903
4317,KEN,1985,Kenya,2015.6,2077.3,1770.2,0.8521638665575506,False,0.2009117551286234,0.7990882448713766,1923.75,0.9201819363222872
4318,KEN,1986,Kenya,2204.1,2304.1,1817.9,0.7889848530879737,False,0.20567667626491162,0.7943233237350884,2061.0,0.8820475497331393
4319,KEN,1987,Kenya,2344.6,2468.9,1884.8,0.763416906314553,False,0.21280602636534865,0.7871939736346514,2176.85,0.8658382525208443
4320,KEN,1988,Kenya,2683.7,2768.1,2218.3,0.8013800079476898,False,0.1535103674063298,0.8464896325936702,2493.2,0.8897400930531045
4321,KEN,1989,Kenya,2849.7,2952.8,2452.9,0.8307030615009482,False,0.20624124824965062,0.7937587517503494,2702.8500000000004,0.9075235399670717
4322,KEN,1990,Kenya,3106.1,3484.8,2727.3,0.7826274104683195,False,0.4999339933993403,0.5000660066006597,3106.05,0.8780605592311779
4325,KEN,1991,Kenya,3394.1,3513.5,2976.6,0.8471894122669702,False,0.22238778170981574,0.7776122182901842,3245.05,0.9172740019414184
4334,KEN,1997,Kenya,5608.3,5495.7,5846.1,1.0637589388067035,False,0.32134703196347086,0.6786529680365292,5670.9,1.0308945669999472
4337,KEN,2005,Kenya,7896.366,8257.07,7095.794,0.8593597971193172,True,0.31061005307954337,0.6893899469204566,7676.432,0.9243609531094654
4340,KEN,2016,Kenya,14493.296,16522.039,11291.57,0.6834247274201446,False,0.3878701890786467,0.6121298109213533,13906.8045,0.811945691765495
4343,KEN,2019,Kenya,13932.869,14662.588,12667.807,0.8639543714929452,False,0.36581409187274166,0.6341859081272583,13665.1975,0.9270123611458964
4346,KEN,2021,Kenya,122416.983,132830.31,103189.375,0.7768511192964919,False,0.3513157395338577,0.6486842604661422,118009.8425,0.874413293111547
4349,KEN,2022,Kenya,420785.998,425554.429,411056.706,0.9659321534167372,False,0.3289089603932964,0.6710910396067036,418305.5675,0.98267089404685
4407,KGZ,2013,Kyrgyzstan,10601.0,12440.0,9113.0,0.7325562700964631,False,0.5527502254283138,0.44724977457168624,10776.5,0.8456363383287709
4410,KGZ,2014,Kyrgyzstan,11516.0,13695.0,9732.0,0.7106243154435925,False,0.5498359828412819,0.4501640171587181,11713.5,0.8308362146241516
4413,KGZ,2015,Kyrgyzstan,12715.6,14742.8,11125.3,0.7546259869224299,False,0.5603870076019347,0.4396129923980653,12934.05,0.860155944966967
4416,KGZ,2016,Kyrgyzstan,13428.0,15592.0,11743.0,0.7531426372498717,False,0.5622239542738373,0.4377760457261627,13667.5,0.8591915127126395
4419,KGZ,2017,Kyrgyzstan,14217.0,16802.0,12183.0,0.7250922509225092,False,0.5596449447932453,0.44035505520675466,14492.5,0.8406417112299466
4422,KGZ,2018,Kyrgyzstan,14760.0,17556.0,12574.0,0.716222374117111,False,0.5612203934162987,0.4387796065837013,15065.0,0.8346498506471954
4425,KGZ,2019,Kyrgyzstan,16287.0,18724.0,14421.0,0.7701879940183721,False,0.5663490587961887,0.4336509412038113,16572.5,0.8701764972092322
4428,KGZ,2020,Kyrgyzstan,17198.0,19992.0,15078.0,0.7542016806722689,False,0.5685795685795686,0.4314204314204314,17535.0,0.859880239520958
4431,KGZ,2022,Kyrgyzstan,27684.0,31353.0,24954.0,0.795904698115013,False,0.573370839193624,0.42662916080637603,28153.5,0.8863551601044275
4434,KHM,1996,Cambodia,85534.384,90022.31,73343.571,0.8147266049938066,False,0.26908065411899496,0.730919345881005,81682.9405,0.8979056159223356
4437,KHM,1997,Cambodia,100896.964,106336.654,86151.738,0.8101791316473057,False,0.26949282325475066,0.7305071767452493,96244.196,0.8951369701296066
4440,KHM,1999,Cambodia,148625.025,153197.88,140578.905,0.9176295716363698,False,0.36237927406940806,0.6376207259305919,146888.39250000002,0.9570457039347067
4443,KHM,2000,Cambodia,155565.221,149308.969,164522.773,1.1018947763278706,True,0.41122207174484365,0.5887779282551564,156915.87099999998,1.0484775819776702
4446,KHM,2001,Cambodia,156499.312,160149.425,151676.003,0.9470905249893967,False,0.4307720068704222,0.5692279931295778,155912.71399999998,0.9728263918233122
4449,KHM,2003,Cambodia,189725.83,195676.083,180946.511,0.9247247196786946,False,0.4039664560518133,0.5960335439481868,188311.29700000002,0.9608903654888
4452,KHM,2007,Cambodia,295074.854,319615.962,258002.972,0.8072280570267639,True,0.39831061599185513,0.6016893840081449,288809.467,0.8933328075426281
4455,KHM,2008,Cambodia,331752.151,360939.22,289856.29,0.8030612190052386,False,0.4106058796394572,0.5893941203605428,325397.755,0.8907753220362568
4458,KHM,2009,Cambodia,331703.379,369435.857,280092.189,0.7581618938521173,False,0.42232962720984324,0.5776703727901568,324764.02300000004,0.8624483291365065
4461,KHM,2010,Cambodia,373571.416,411132.609,319696.003,0.7775982639217023,False,0.41078944903094916,0.5892105509690508,365414.306,0.8748863899159987
4464,KHM,2011,Cambodia,404130.953,459394.196,332202.537,0.7231317676464507,False,0.4344879486161905,0.5655120513838094,395798.3665,0.8393226579928293
4467,KHM,2012,Cambodia,474675.536,512990.284,419432.673,0.8176230351372503,True,0.40953106423377966,0.5904689357662203,466211.47849999997,0.899661832328738
4470,KHM,2013,Cambodia,497094.711,542595.928,434135.032,0.8001074272713673,False,0.41951725163693987,0.5804827483630601,488365.48,0.8889551980619106
4473,KHM,2014,Cambodia,610121.425,656486.238,547601.338,0.8341398589988416,False,0.4258149017907897,0.5741850982092103,602043.788,0.9095706141560588
4476,KHM,2015,Cambodia,655840.741,702116.48,593957.912,0.8459535261157807,False,0.42785088463819115,0.5721491153618088,648037.196,0.9165491049992137
4479,KHM,2016,Cambodia,736010.77,776808.275,677219.075,0.8717969372815962,False,0.4096579247548929,0.5903420752451072,727013.675,0.931508028373744
4482,KHM,2019,Cambodia,1069006.114,1129400.327,989757.638,0.8763567836296544,True,0.43249104863628046,0.5675089513637195,1059578.9825,0.9341046343376296
4485,KHM,2020,Cambodia,1076082.625,1168823.995,959838.046,0.8211998128939848,False,0.4437684468442424,0.5562315531557576,1064331.0205,0.9018228610391233
4488,KHM,2021,Cambodia,1081316.447,1149011.394,990326.807,0.8618946793490195,False,0.4266006439554217,0.5733993560445783,1069669.1005000002,0.9258253851935025
4491,KIR,2019,Kiribati,499.046,547.884,419.056,0.7648626351563469,False,0.3790946067625051,0.6209053932374948,483.47,0.8667673278590191
4501,KOR,1976,Republic of Korea,62362.0,78716.0,37015.0,0.4702347680268306,False,0.3921728495719527,0.6078271504280472,57865.5,0.6396730348826157
4502,KOR,1977,Republic of Korea,82355.0,107648.0,47384.0,0.44017538644470866,False,0.4197033054559936,0.5802966945440065,77516.0,0.6112802518189793
4503,KOR,1978,Republic of Korea,111201.0,145733.0,62100.0,0.4261217431878847,False,0.41289921442492794,0.5871007855750721,103916.5,0.5975951845953241
4504,KOR,1979,Republic of Korea,142665.0,185366.0,80274.0,0.43305676337623944,False,0.40632017660716324,0.5936798233928368,132820.0,0.604381870200271
4505,KOR,1980,Republic of Korea,176058.0,223825.0,99380.0,0.4440075952194795,False,0.38384025071316646,0.6161597492868336,161602.5,0.6149657338221871
4506,KOR,1981,Republic of Korea,212477.0,269023.0,120517.0,0.4479802842136174,False,0.3807657603059809,0.6192342396940191,194770.0,0.6187657236740771
4507,KOR,1982,Republic of Korea,245981.0,309910.0,139689.0,0.45074053757542515,False,0.3755647070572961,0.624435292942704,224799.5,0.6213937308579423
4508,KOR,1983,Republic of Korea,273119.0,340960.0,159050.0,0.46647700610042236,False,0.37293716673080096,0.627062833269199,250005.0,0.6361872762544749
4509,KOR,1984,Republic of Korea,296907.0,366353.0,174245.0,0.47562050808919265,False,0.36149457596768486,0.6385054240323151,270299.0,0.6446379749832593
4510,KOR,1985,Republic of Korea,324283.0,397265.0,189845.0,0.47788000453098056,False,0.3518561373059493,0.6481438626940508,293555.0,0.6467101565294409
4511,KOR,1986,Republic of Korea,350966.0,426871.0,208914.0,0.4894078070424086,False,0.34825676624288276,0.6517432337571172,317892.5,0.6571844255526632
4512,KOR,1987,Republic of Korea,386536.0,467286.0,234071.0,0.5009159272907813,False,0.3462470252771048,0.6537529747228952,350678.5,0.6674803274224111
4513,KOR,1988,Republic of Korea,446370.0,534658.0,274832.0,0.5140332698659704,False,0.33979663313140335,0.6602033668685967,404745.0,0.6790250651644862
4514,KOR,1989,Republic of Korea,540611.0,639578.0,336879.0,0.5267207439905688,False,0.32694855285283403,0.673051447147166,488228.5,0.6900027343754
4515,KOR,1990,Republic of Korea,642309.0,752731.0,402953.0,0.5353213830704462,False,0.3156916672861072,0.6843083327138928,577842.0,0.697341141696173
4518,KOR,1991,Republic of Korea,754673.0,881980.0,480903.0,0.5452538606317604,False,0.3174128658586755,0.6825871341413245,681441.5,0.7057142836178895
4521,KOR,1992,Republic of Korea,869284.0,1005298.0,561887.0,0.558925811053041,False,0.3067447582491188,0.6932552417508813,783592.5,0.717065311370387
4524,KOR,2009,Republic of Korea,2710360.0,3072300.0,1952160.0,0.6354066985645933,False,0.32312032424518367,0.6768796757548163,2512230.0,0.7770626097132827
4527,KOR,2010,Republic of Korea,2785030.0,3159440.0,2018540.0,0.6388917023269947,False,0.32817074239635374,0.6718292576036462,2588990.0,0.7796631118698798
4530,KOR,2011,Republic of Korea,2915720.0,3312440.0,2120970.0,0.6403044281556798,False,0.33296683928256693,0.6670331607174331,2716705.0,0.7807141371624817
4533,KOR,2012,Republic of Korea,2997420.0,3404000.0,2204000.0,0.6474735605170387,False,0.33881666666666665,0.6611833333333333,2804000.0,0.7860199714693296
4536,KOR,2013,Republic of Korea,3116400.0,3547000.0,2291000.0,0.6458979419227516,False,0.3428343949044586,0.6571656050955414,2919000.0,0.7848578280232956
4539,KOR,2014,Republic of Korea,3235210.0,3718000.0,2368000.0,0.6369015599784831,False,0.35762222222222223,0.6423777777777777,3043000.0,0.7781794281958594
4542,KOR,2015,Republic of Korea,3269000.0,3780000.0,2362000.0,0.6248677248677249,False,0.3603667136812412,0.6396332863187588,3071000.0,0.769130576359492
4545,KOR,2016,Republic of Korea,3351000.0,3868000.0,2454000.0,0.6344364012409514,False,0.36562942008486565,0.6343705799151343,3161000.0,0.7763366023410313
4548,KOR,2017,Republic of Korea,3446000.0,3981000.0,2544000.0,0.6390354182366239,False,0.37230340988169797,0.627696590118302,3262500.0,0.7797701149425287
4551,KOR,2018,Republic of Korea,3593000.0,4144000.0,2703000.0,0.6522683397683398,False,0.3823733518390007,0.6176266481609993,3423500.0,0.7895428654885351
4554,KOR,2019,Republic of Korea,3720000.0,4277000.0,2827000.0,0.6609773205517886,False,0.38413793103448274,0.6158620689655172,3552000.0,0.7958896396396397
4557,KOR,2020,Republic of Korea,3757000.0,4316000.0,2863000.0,0.6633456904541242,False,0.3847212663454921,0.6152787336545079,3589500.0,0.7976041231369272
4560,KOR,2021,Republic of Korea,3858000.0,4442000.0,2934000.0,0.6605132823052678,False,0.38726790450928383,0.6127320954907162,3688000.0,0.7955531453362256
4563,KOR,2022,Republic of Korea,4091000.0,4726000.0,3129000.0,0.662082099026661,False,0.3976205385097057,0.6023794614902943,3927500.0,0.7966900063653723
4566,KOS,2000,Kosovo,455.077,464.754,414.351,0.8915490775765244,False,0.1919925401265801,0.8080074598734199,439.5525,0.9426655518965311
4603,LAO,2010,Lao People's Democratic Republic,1111897.615,1192081.663,961765.971,0.8067953738837103,True,0.34814843619079144,0.6518515638092086,1076923.817,0.8930677879139152
4606,LAO,2017,Lao People's Democratic Republic,1977052.518,2073605.571,1822339.493,0.8788264839205527,True,0.3842661682330238,0.6157338317669763,1947972.5320000001,0.9355057440820217
4609,LAO,2022,Lao People's Democratic Republic,2503995.654,2727132.538,2115601.114,0.7757602846657099,True,0.3648821225579408,0.6351178774420592,2421366.8260000004,0.8737218546497092
4612,LBN,2019,Lebanon,1175959.958,1160202.209,1215150.593,1.047361040664938,True,0.2867736565282802,0.7132263434717199,1187676.401,1.023132725359254
4615,LBR,2010,Liberia,275.684,272.345,286.885,1.0533881657456534,True,0.22964236588720818,0.7703576341127918,279.615,1.0260000357634604
4618,LBR,2014,Liberia,7995.283,8270.237,6763.374,0.8177968781305784,True,0.1824678155877468,0.8175321844122532,7516.8054999999995,0.8997670619520487
4621,LBR,2016,Liberia,11477.563,12428.132,8342.195,0.6712348243485022,False,0.23264406670979007,0.7673559332902099,10385.163499999999,0.8032800831686473
4624,LBR,2017,Liberia,1308.613,1258.594,1465.521,1.1644112398438256,True,0.24172292644265866,0.7582770735573413,1362.0575,1.0759611837238883
4627,LIE,2005,Liechtenstein,5819.0,6381.0,5092.0,0.797994044820561,False,0.4359968968192397,0.5640031031807603,5736.5,0.8876492634881896
4628,LIE,2006,Liechtenstein,5885.0,6468.0,5176.0,0.8002473716759431,False,0.45123839009287925,0.5487616099071208,5822.0,0.8890415664720027
4629,LIE,2012,Liechtenstein,6380.0,6875.0,5694.0,0.8282181818181819,False,0.4191363251481795,0.5808636748518206,6284.5,0.9060386665605855
4630,LIE,2014,Liechtenstein,6522.0,7036.0,5873.0,0.8347072200113701,False,0.4419604471195185,0.5580395528804816,6454.5,0.9099078162522272
4631,LIE,2016,Liechtenstein,6603.0,7050.0,5976.0,0.8476595744680852,False,0.41620111731843573,0.5837988826815643,6513.0,0.9175495163519115
4632,LIE,2018,Liechtenstein,6675.0,6078.0,7125.0,1.1722606120434353,False,0.5702005730659025,0.42979942693409745,6601.5,1.0793001590547602
4640,LKA,1978,Sri Lanka,664.438,666.82,638.242,0.957142857142857,False,0.08335082930926077,0.9166491706907393,652.531,0.9781021897810219
4641,LKA,1979,Sri Lanka,598.926,619.19,515.616,0.8327266267220077,False,0.1956475563365323,0.8043524436634677,567.403,0.9087297740759213
4642,LKA,1980,Sri Lanka,608.798,617.025,567.663,0.92,False,0.1666666666666663,0.8333333333333337,592.344,0.9583333333333333
4643,LKA,1981,Sri Lanka,685.17,689.769,643.784,0.9333327534290465,False,0.10001087311079798,0.899989126889202,666.7764999999999,0.9655169310856038
4644,LKA,1982,Sri Lanka,737.572,772.282,618.259,0.8005611939680065,False,0.2253559533316455,0.7746440466683545,695.2705000000001,0.8892351969485257
4645,LKA,1983,Sri Lanka,871.437,899.829,642.111,0.7135922491940135,False,0.11016692664074665,0.8898330733592533,770.97,0.8328612008249348
