,ISO,year,country,T,M,F,ratio,break,female_share,male_share,balanced_avg,balanced_ratio
224,AUS,1974,Australia,,147.854,110.11,0.7447211438310766,False,,,128.982,0.8536850103115163
225,AUS,1975,Australia,,164.43,130.176,0.7916803503010399,False,,,147.303,0.883729455611902
226,AUS,1976,Australia,,187.627,150.912,0.8043192077899236,False,,,169.2695,0.8915486841988663
227,AUS,1977,Australia,,207.977,169.344,0.8142438827370334,False,,,188.6605,0.8976123777897334
228,AUS,1978,Australia,,221.676,181.45,0.8185369638571609,False,,,201.563,0.9002148211725366
229,AUS,1979,Australia,,242.537,196.474,0.8100784622552435,False,,,219.50549999999998,0.895075522025644
230,AUS,1982,Australia,332.985,356.4,282.298,0.7920819304152638,True,0.31598337426790063,0.6840166257320994,319.349,0.8839795959905934
231,AUS,1984,Australia,379.764,405.015,329.284,0.8130168018468452,False,0.3334301673026895,0.6665698326973105,367.1495,0.896866262925593
232,AUS,1990,Australia,536.106,573.24,473.298,0.8256541762612518,False,0.37155550219127104,0.6284444978087289,523.269,0.9045022732093818
238,AUS,1992,Australia,577.604,609.834,524.02,0.8592830180016202,False,0.37557974223320106,0.624420257766799,566.9269999999999,0.92431653458029
241,AUS,1993,Australia,600.661,638.232,540.148,0.8463192068088095,False,0.3830492231148816,0.6169507768851183,589.19,0.9167636925270286
244,AUS,1994,Australia,622.839,659.308,562.304,0.8528699788262845,True,0.37595356892499204,0.624046431075008,610.806,0.9205934453820034
247,AUS,1995,Australia,655.956,697.754,586.752,0.8409152795971072,False,0.3765517738419126,0.6234482261580874,642.2529999999999,0.9135838991799182
250,AUS,2001,Australia,3068.934,3704.833,2333.178,0.629766038037342,False,0.4635998119060549,0.5364001880939451,3019.0055,0.772829993188154
253,AUS,2002,Australia,2921.565,3496.167,2263.166,0.647327773530269,False,0.4660190867647309,0.5339809132352691,2879.6665000000003,0.785912535357827
256,AUS,2003,Australia,3051.079,3668.91,2346.064,0.6394444126457176,False,0.46704680665776643,0.5329531933422336,3007.487,0.7800745273379402
259,AUS,2004,Australia,3109.75,3755.59,2353.818,0.6267505238857277,False,0.4607311317389705,0.5392688682610295,3054.704,0.7705551830881159
262,AUS,2005,Australia,3327.375,4043.008,2550.959,0.6309557141613373,False,0.4796310308843743,0.5203689691156257,3296.9835,0.773725133898911
265,AUS,2006,Australia,3519.786,4238.077,2743.214,0.6472779989603775,False,0.4805062403711912,0.5194937596288087,3490.6455,0.7858758501830105
268,AUS,2007,Australia,3718.602,4484.991,2891.355,0.6446735344619421,False,0.4809059283299324,0.5190940716700676,3688.173,0.7839531930850315
271,AUS,2008,Australia,3996.722,4845.791,3059.527,0.631378241447062,False,0.47533231370055035,0.5246676862994497,3952.659,0.7740427393306633
274,AUS,2009,Australia,4078.189,4909.567,3166.112,0.6448861987218018,False,0.47685658649061785,0.5231434135093822,4037.8395,0.7841104135020721
277,AUS,2010,Australia,4312.991,5179.684,3367.41,0.6501188103366923,False,0.47823507924298425,0.5217649207570157,4273.5470000000005,0.7879660619153128
280,AUS,2011,Australia,4425.492,5261.402,3485.516,0.662469052925437,False,0.47070025891301576,0.5292997410869842,4373.459,0.7969700870638092
283,AUS,2012,Australia,4633.052,5600.37,3554.326,0.6346591385926287,False,0.4727747790370101,0.52722522096299,4577.348,0.7765033377405433
286,AUS,2013,Australia,4686.129,5707.054,3590.167,0.6290753513108515,False,0.48227656932089435,0.5177234306791056,4648.6105,0.7723097041578338
289,AUS,2014,Australia,4800.452,5834.298,3721.571,0.6378781131851682,False,0.4893419736672081,0.5106580263327919,4777.934499999999,0.7789079151252493
292,AUS,2015,Australia,4836.662,5800.326,3825.256,0.6594898286751468,False,0.48791384609153077,0.5120861539084692,4812.791,0.7948103293909916
295,AUS,2016,Australia,5071.584,6044.317,4029.49,0.6666576223583243,False,0.48278735593676286,0.5172126440632372,5036.9035,0.7999934880626559
298,AUS,2017,Australia,5178.878,6186.172,4143.721,0.6698360472356734,False,0.4931790285299377,0.5068209714700622,5164.9465,0.8022776228175837
301,AUS,2018,Australia,5323.882,6252.193,4374.256,0.6996354719056178,False,0.4943248894930984,0.5056751105069016,5313.2245,0.8232770890821572
304,AUS,2019,Australia,5518.336,6469.352,4570.332,0.7064590085684007,False,0.5007930406209518,0.49920695937904824,5519.842000000001,0.8279823951482669
307,AUS,2020,Australia,5629.683,6639.977,4663.08,0.7022735169112785,False,0.5110503986803561,0.48894960131964393,5651.5285,0.8251006785155555
310,AUS,2021,Australia,5905.537,6840.278,4945.179,0.7229500029092385,False,0.49324125019326165,0.5067587498067383,5892.7285,0.839200210903998
315,AUT,2000,Austria,2112.0,2552.0,1577.0,0.6179467084639498,True,0.4512820512820513,0.5487179487179488,2064.5,0.7638653426979898
318,AUT,2001,Austria,2254.0,2782.0,1623.0,0.5833932422717469,False,0.455565142364107,0.544434857635893,2202.5,0.7368898978433598
321,AUT,2002,Austria,2162.43,2409.93,1719.69,0.7135850418891836,False,0.3585709318497915,0.6414290681502085,2064.81,0.8328562918622053
327,AUT,2004,Austria,2169.082,2551.872,1674.637,0.6562386357936448,False,0.4363596983704481,0.5636403016295519,2113.2545,0.7924445446584876
330,AUT,2005,Austria,2247.198,2625.727,1757.038,0.6691624833807932,False,0.4357474308987452,0.5642525691012548,2191.3824999999997,0.8017943010861865
333,AUT,2006,Austria,2251.217,2629.62,1762.951,0.6704204409762627,False,0.4366176706447327,0.5633823293552673,2196.2855,0.8026966439472464
336,AUT,2007,Austria,2812.792,3303.052,2174.364,0.6582893638973895,False,0.43436272911557505,0.565637270884425,2738.708,0.7939378714342675
339,AUT,2008,Austria,3135.569,3687.83,2424.231,0.6573597481445729,False,0.43705400210034995,0.56294599789965,3056.0305,0.7932613892433339
342,AUT,2009,Austria,3296.399,3942.366,2509.584,0.6365679898822179,False,0.450848070397311,0.549151929602689,3225.975,0.7779303931369586
345,AUT,2010,Austria,3374.459,3961.925,2639.167,0.666132498722212,False,0.4441220540718712,0.5558779459281288,3300.5460000000003,0.7996152757755837
348,AUT,2011,Austria,3335.132,3929.064,2617.402,0.66616425693244,False,0.4528087266384174,0.5471912733615826,3273.233,0.7996381559149623
351,AUT,2012,Austria,3459.086,4098.008,2666.782,0.6507508038051659,False,0.4464158700303098,0.5535841299696902,3382.395,0.7884300916953816
354,AUT,2013,Austria,3581.594,4247.164,2741.539,0.6454987375104895,False,0.4420556247405562,0.5579443752594437,3494.3514999999998,0.7845630297925096
357,AUT,2014,Austria,3662.191,4279.898,2911.681,0.680315512192113,False,0.45146859014323043,0.5485314098567695,3595.7895,0.8097473447764393
360,AUT,2015,Austria,3667.316,4406.148,2794.191,0.634157318365157,False,0.45834473252078073,0.5416552674792192,3600.1695,0.7761276239910371
363,AUT,2016,Austria,3752.687,4453.071,2923.287,0.6564653920855966,False,0.4578319553610183,0.5421680446389817,3688.179,0.7926098489254453
366,AUT,2017,Austria,3796.298,4530.204,2935.816,0.6480538183269451,False,0.46030577249703336,0.5396942275029666,3733.0099999999998,0.7864473976764059
369,AUT,2018,Austria,3865.847,4646.605,2970.666,0.6393196753328506,False,0.46586301768739774,0.5341369823126023,3808.6355,0.7799817021082748
372,AUT,2019,Austria,3977.213,4688.37,3120.101,0.6654980302322556,False,0.4534662101973576,0.5465337898026423,3904.2355,0.7991579913660435
375,AUT,2020,Austria,4161.638,4817.824,3365.821,0.698618504951613,False,0.45191779906790813,0.5480822009320918,4091.8224999999998,0.8225725822662151
378,AUT,2021,Austria,4275.853,4929.866,3504.904,0.7109531983222263,False,0.458968730394214,0.541031269605786,4217.385,0.8310609536478173
381,AUT,2022,Austria,4256.412,4991.843,3405.605,0.6822339965419586,False,0.46363219138616,0.5363678086138399,4198.724,0.8111047546826131
384,AUT,2023,Austria,4490.404,5252.655,3604.806,0.6862826513448913,False,0.4625733304447188,0.5374266695552812,4428.7305,0.8139592147230454
426,AZE,2011,Azerbaijan,364.2,459.8,235.1,0.5113092648977816,False,0.42545616377392087,0.5745438362260791,347.45,0.6766441214563247
429,AZE,2012,Azerbaijan,398.4,519.8,243.6,0.46864178530203926,False,0.43953656770456195,0.560463432295438,381.7,0.638197537332984
432,AZE,2013,Azerbaijan,425.1,546.9,259.9,0.4752239897604681,False,0.42439024390243885,0.5756097560975612,403.4,0.6442736737729301
435,AZE,2014,Azerbaijan,444.5,547.9,299.7,0.5469976273042526,False,0.4165995165189363,0.5834004834810638,423.79999999999995,0.7071731949032563
438,AZE,2015,Azerbaijan,466.9,575.3,309.9,0.5386754736659134,False,0.40844009042954027,0.5915599095704598,442.59999999999997,0.7001807501129689
441,AZE,2016,Azerbaijan,499.8,629.6,316.8,0.5031766200762389,False,0.4149616368286445,0.5850383631713555,473.20000000000005,0.6694843617920541
444,AZE,2017,Azerbaijan,528.5,663.1,335.7,0.5062584828834263,False,0.41111789859499087,0.5888821014050092,499.4,0.6722066479775731
447,AZE,2018,Azerbaijan,544.6,670.2,360.8,0.5383467621605491,False,0.4059469941822883,0.5940530058177117,515.5,0.6999030067895248
450,AZE,2019,Azerbaijan,634.8,763.3,444.4,0.5822088300799162,False,0.402947632486673,0.597052367513327,603.8499999999999,0.7359443570423119
453,AZE,2020,Azerbaijan,707.3,826.5,529.8,0.6410163339382939,False,0.4017526120660601,0.5982473879339398,678.15,0.7812430878124308
456,AZE,2021,Azerbaijan,732.1,851.7,552.2,0.6483503581073148,False,0.3993322203672789,0.6006677796327211,701.95,0.7866657169314054
459,AZE,2022,Azerbaijan,839.4,962.7,655.3,0.6806897268100134,False,0.40110605074821093,0.5988939492517891,809.0,0.8100123609394313
462,BDI,2014,Burundi,64028.147,60003.73,76188.038,1.269721698967714,False,0.24866166659705158,0.7513383334029484,68095.884,1.1188347007874955
465,BDI,2020,Burundi,433782.57,461968.172,382336.895,0.8276260534243038,False,0.35395140027705463,0.6460485997229454,422152.5335,0.9056842365249006
468,BEL,1985,Belgium,72568.0,79560.0,49313.0,0.6198215183509301,False,0.23116342116573543,0.7688365788342646,64436.5,0.7652960666702878
469,BEL,1986,Belgium,73128.0,80082.0,49996.0,0.6243100821657801,False,0.23113740610250616,0.7688625938974938,65039.0,0.7687080059656514
470,BEL,1987,Belgium,74028.0,80881.0,51231.0,0.6334120498015603,False,0.23112984822934232,0.7688701517706577,66056.0,0.7755692140002423
471,BEL,1988,Belgium,76595.0,83529.0,53530.0,0.6408552718217625,False,0.23114103803460115,0.7688589619653988,68529.5,0.7811234577809556
472,BEL,1989,Belgium,80822.0,88115.0,56565.0,0.6419451852692504,False,0.23115689381933438,0.7688431061806656,72340.0,0.7819325407796517
473,BEL,1990,Belgium,86162.0,94032.0,59986.0,0.637931767908797,False,0.2311578452681666,0.7688421547318334,77009.0,0.7789479151787453
474,BEL,1991,Belgium,91357.0,99609.0,63908.0,0.641588611470851,False,0.23114198481835244,0.7688580151816475,81758.5,0.7816679611294238
475,BEL,1992,Belgium,95127.0,104038.0,67264.0,0.6465329975585844,False,0.24231794202425627,0.7576820579757437,85651.0,0.7853264993987227
476,BEL,1993,Belgium,98362.0,107341.0,70286.0,0.6547917384783074,False,0.24231547699365807,0.7576845230063419,88813.5,0.7913886965382515
477,BEL,1994,Belgium,101050.0,110089.0,72784.0,0.6611378066836832,False,0.24229995979091273,0.7577000402090872,91436.5,0.7960059713571713
478,BEL,2004,Belgium,2591.253,2946.275,2156.208,0.7318420717685892,False,0.44935682669950766,0.5506431733004924,2551.2415,0.8451602876481901
481,BEL,2005,Belgium,2603.602,2961.602,2176.717,0.7349795819965006,False,0.4561177752154776,0.5438822247845224,2569.1594999999998,0.8472486819132873
484,BEL,2006,Belgium,2685.664,3044.958,2250.535,0.739102148535382,False,0.45227038995598035,0.5477296100440197,2647.7465,0.8499812954147988
487,BEL,2007,Belgium,3724.343,4323.064,3026.253,0.7000250285445693,False,0.46168716952586025,0.5383128304741398,3674.6585000000005,0.8235467323017907
490,BEL,2008,Belgium,3706.729,4291.548,3028.889,0.7057800588505594,False,0.46316463906723837,0.5368353609327616,3660.2185,0.8275158982995141
493,BEL,2009,Belgium,3922.081,4506.495,3255.802,0.7224687922653859,False,0.46727214432318714,0.5327278556768129,3881.1485000000002,0.8388759152091192
496,BEL,2010,Belgium,4016.742,4588.527,3377.722,0.736123379027736,False,0.47223541362977517,0.5277645863702248,3983.1245,0.84800814034309
499,BEL,2011,Belgium,4118.507,4736.428,3454.75,0.7293998768692357,False,0.4821187536963265,0.5178812463036735,4095.589,0.8435294654810334
502,BEL,2012,Belgium,4252.609,4876.95,3561.894,0.7303527819641374,False,0.4747638123395501,0.5252361876604499,4219.422,0.8441663336826704
505,BEL,2013,Belgium,4422.129,5136.8,3676.079,0.7156359990655661,False,0.4892590713763958,0.5107409286236042,4406.4395,0.8342515538906184
508,BEL,2014,Belgium,4527.225,5201.141,3822.849,0.7350019928319576,False,0.4889500918528146,0.5110499081471854,4511.995,0.8472635718789583
511,BEL,2015,Belgium,4517.856,5166.255,3816.738,0.7387823481419326,False,0.48046745613430597,0.519532543865694,4491.4965,0.8497697816306881
514,BEL,2016,Belgium,4566.641,5223.04,3859.319,0.7389028228770984,False,0.4813293921557271,0.5186706078442729,4541.1795,0.8498494719268419
517,BEL,2017,Belgium,4655.451,5335.822,3949.001,0.7400923419109559,False,0.4905975608964676,0.5094024391035323,4642.4115,0.8506357094798684
520,BEL,2018,Belgium,4701.583,5397.234,3964.4,0.7345243878623754,False,0.48550704408186895,0.514492955918131,4680.817,0.8469461634582168
523,BEL,2019,Belgium,4956.203,5671.977,4225.942,0.7450562652140514,False,0.49499078514697054,0.5050092148530294,4948.9595,0.8539051491530695
526,BEL,2020,Belgium,5043.15,5732.087,4354.52,0.759674443182736,False,0.5001114283370615,0.49988857166293854,5043.3035,0.8634261253561283
529,BEL,2021,Belgium,5185.728,5856.674,4516.035,0.7710920908351737,False,0.5004673144672055,0.4995326855327945,5186.3544999999995,0.8707532429570713
532,BEL,2022,Belgium,5417.902,6043.09,4788.237,0.7923491127883252,False,0.49821612571352986,0.5017838742864702,5415.663500000001,0.8841459592162622
535,BEL,2023,Belgium,5843.968,6514.11,5166.568,0.7931349025423274,False,0.49730694850327495,0.502693051496725,5840.339,0.8846349501287512
538,BEN,2011,Benin,78811.643,82861.776,65808.224,0.7941927771376757,False,0.23749498051784182,0.7625050194821582,74335.0,0.8852925808838367
541,BEN,2019,Benin,74175.732,82608.571,51898.665,0.628247945361505,False,0.27459670505015527,0.7254032949498448,67253.618,0.7716858444701071
544,BEN,2022,Benin,84524.927,95885.987,57627.524,0.6010004777861858,False,0.29695547361638647,0.7030445263836136,76756.7555,0.7507811348279305
547,BFA,2018,Burkina Faso,107024.67,118306.464,83244.935,0.7036380953791332,False,0.3217713066649206,0.6782286933350794,100775.6995,0.826041748288733
550,BFA,2019,Burkina Faso,111405.428,121652.343,86797.572,0.7134886995148133,False,0.29398887744808294,0.706011122551917,104224.95749999999,0.8327906682043983
553,BFA,2022,Burkina Faso,84008.694,91954.585,64327.504,0.6995573303930412,False,0.2876123974154201,0.7123876025845799,78141.0445,0.8232229862246082
556,BFA,2023,Burkina Faso,103666.669,119831.322,65850.514,0.549526725575138,False,0.29945185333276236,0.7005481466672376,92840.918,0.7092833140663257
559,BGD,2013,Bangladesh,11229.39,11331.407,10953.11,0.9666151785034287,True,0.26967435639193593,0.7303256436080641,11142.2585,0.9830242226026259
562,BGD,2016,Bangladesh,12915.0,13141.0,12106.0,0.9212388707099917,False,0.21835748792270532,0.7816425120772947,12623.5,0.9590050303006298
565,BGD,2017,Bangladesh,11811.698,12044.784,11058.771,0.9181377598801275,False,0.23639242078958347,0.7636075792104166,11551.7775,0.9573220225199109
595,BGR,1996,Bulgaria,13247.0,15690.0,10815.0,0.6892925430210325,False,0.5011282051282051,0.4988717948717949,13252.5,0.8160724391624222
596,BGR,1997,Bulgaria,127909.0,149795.0,106021.0,0.7077739577422477,False,0.49997715538904375,0.5000228446109563,127908.0,0.8288848234668668
597,BGR,1998,Bulgaria,183250.0,212298.0,154637.0,0.7283959340172776,False,0.5037720469641526,0.49622795303584744,183467.5,0.8428577268453541
598,BGR,1999,Bulgaria,201.0,227.0,175.0,0.7709251101321586,True,0.5,0.5,201.0,0.8706467661691543
601,BGR,2000,Bulgaria,225.01,256.0,194.0,0.7578125,False,0.4998387096774195,0.5001612903225805,225.0,0.8622222222222222
604,BGR,2001,Bulgaria,240.0,273.0,209.0,0.7655677655677655,False,0.515625,0.484375,241.0,0.8672199170124482
607,BGR,2002,Bulgaria,258.0,290.0,227.0,0.7827586206896552,False,0.5079365079365079,0.4920634920634921,258.5,0.8781431334622823
610,BGR,2003,Bulgaria,273.0,303.0,246.0,0.8118811881188119,False,0.5263157894736842,0.4736842105263158,274.5,0.8961748633879781
613,BGR,2004,Bulgaria,292.0,321.0,265.0,0.8255451713395638,False,0.5178571428571429,0.4821428571428571,293.0,0.9044368600682594
616,BGR,2005,Bulgaria,324.0,356.0,293.0,0.8230337078651685,False,0.5079365079365079,0.4920634920634921,324.5,0.9029275808936826
619,BGR,2006,Bulgaria,360.01,393.0,327.0,0.8320610687022901,False,0.499848484848485,0.500151515151515,360.0,0.9083333333333333
622,BGR,2007,Bulgaria,247.347,272.245,218.61,0.8029899539018164,False,0.464211801994966,0.5357881980050341,245.4275,0.8907314787462692
625,BGR,2008,Bulgaria,294.095,324.924,258.436,0.7953736873853577,False,0.46367765611839656,0.5363223438816034,291.67999999999995,0.886025781678552
628,BGR,2009,Bulgaria,378.081,412.316,339.513,0.8234291174730062,False,0.47024161092262623,0.5297583890773738,375.9145,0.9031654804483467
631,BGR,2010,Bulgaria,375.38,401.873,345.903,0.8607271451428686,False,0.47334286224763283,0.5266571377523672,373.88800000000003,0.9251513822321122
634,BGR,2011,Bulgaria,350.6,383.502,315.902,0.8237297328305979,False,0.4867159763313606,0.5132840236686393,349.702,0.9033462776878599
637,BGR,2012,Bulgaria,447.262,490.887,400.126,0.8151081613487421,False,0.4806579918687541,0.5193420081312459,445.50649999999996,0.8981372886815344
640,BGR,2013,Bulgaria,405.303,439.846,369.121,0.8392050854162593,False,0.48841286673736295,0.511587133262637,404.4835,0.9125736896560676
643,BGR,2014,Bulgaria,433.866,475.089,391.78,0.8246454874770832,False,0.49482048758237407,0.5051795124176259,433.43449999999996,0.9038966672011572
646,BGR,2015,Bulgaria,489.009,538.236,436.42,0.8108339092888622,False,0.4834898247819595,0.5165101752180405,487.328,0.8955364764593867
649,BGR,2016,Bulgaria,548.124,585.071,508.344,0.8688586513431703,False,0.4815384414873511,0.5184615585126489,546.7075,0.9298281073517375
652,BGR,2017,Bulgaria,565.55,597.635,531.668,0.8896199185121354,False,0.4863795534130708,0.5136204465869292,564.6514999999999,0.9415860933690959
655,BGR,2018,Bulgaria,561.327,592.313,527.338,0.8903029310516568,False,0.4768911119661405,0.5231088880338595,559.8254999999999,0.9419685241204626
658,BGR,2019,Bulgaria,699.482,749.123,644.369,0.8601644856719124,False,0.47388166561658807,0.5261183343834119,696.7460000000001,0.924826263803452
661,BGR,2020,Bulgaria,748.931,798.147,693.943,0.8694425964139437,False,0.47230432612951495,0.527695673870485,746.0450000000001,0.9301623896681834
664,BGR,2021,Bulgaria,811.217,855.739,761.439,0.8898028487658035,False,0.4721314952279959,0.5278685047720041,808.5889999999999,0.9416885463443109
667,BGR,2022,Bulgaria,917.982,963.815,867.554,0.9001250239931936,False,0.4761325978329754,0.5238674021670247,915.6845000000001,0.9474376818653149
670,BGR,2023,Bulgaria,1010.359,1066.557,949.164,0.8899327462104697,False,0.47871678890564145,0.5212832110943586,1007.8605,0.9417612854159876
674,BHR,1982,Bahrain,232.0,227.0,300.0,1.3215859030837005,False,0.0684931506849315,0.9315068493150684,263.5,1.1385199240986716
675,BHR,1987,Bahrain,242.0,236.0,327.0,1.3855932203389831,False,0.06593406593406594,0.9340659340659341,281.5,1.1616341030195383
676,BHR,1988,Bahrain,233.0,228.0,311.0,1.3640350877192982,False,0.060240963855421686,0.9397590361445783,269.5,1.1539888682745825
677,BHR,1989,Bahrain,229.0,223.0,304.0,1.3632286995515694,False,0.07407407407407407,0.9259259259259259,263.5,1.1537001897533208
678,BHR,1990,Bahrain,231.0,225.0,295.0,1.3111111111111111,False,0.08571428571428572,0.9142857142857143,260.0,1.1346153846153846
681,BHR,1991,Bahrain,239.0,234.0,292.0,1.2478632478632479,False,0.08620689655172414,0.9137931034482758,263.0,1.1102661596958174
684,BHR,1992,Bahrain,242.0,239.0,273.0,1.1422594142259415,False,0.08823529411764706,0.9117647058823529,256.0,1.06640625
687,BHR,1993,Bahrain,237.0,235.0,253.0,1.0765957446808512,False,0.1111111111111111,0.8888888888888888,244.0,1.0368852459016393
690,BHR,1994,Bahrain,239.0,238.0,248.0,1.0420168067226891,False,0.1,0.9,243.0,1.0205761316872428
693,BHR,1998,Bahrain,252.0,251.0,262.0,1.043824701195219,False,0.09090909090909091,0.9090909090909091,256.5,1.0214424951267056
696,BHR,1999,Bahrain,239.0,240.0,231.0,0.9625,False,0.1111111111111111,0.8888888888888888,235.5,0.9808917197452229
699,BHR,2000,Bahrain,242.0,243.0,237.0,0.9753086419753086,False,0.16666666666666666,0.8333333333333334,240.0,0.9875
702,BHR,2001,Bahrain,234.0,237.0,218.0,0.919831223628692,False,0.15789473684210525,0.8421052631578947,227.5,0.9582417582417583
705,BHR,2002,Bahrain,236.0,238.0,224.0,0.9411764705882353,False,0.14285714285714285,0.8571428571428572,231.0,0.9696969696969697
708,BHR,2003,Bahrain,228.0,228.0,227.0,0.9956140350877193,False,-0.0,1.0,227.5,0.9978021978021978
711,BHR,2004,Bahrain,223.0,221.0,242.0,1.0950226244343892,False,0.09523809523809523,0.9047619047619048,231.5,1.0453563714902807
714,BHR,2005,Bahrain,213.0,209.0,243.0,1.1626794258373205,False,0.11764705882352941,0.8823529411764706,226.0,1.075221238938053
717,BHR,2006,Bahrain,206.0,200.0,253.0,1.265,False,0.11320754716981132,0.8867924528301887,226.5,1.1169977924944812
720,BHR,2007,Bahrain,213.0,205.0,287.0,1.4,False,0.0975609756097561,0.9024390243902439,246.0,1.1666666666666667
723,BHR,2008,Bahrain,247.0,237.0,344.0,1.4514767932489452,False,0.09345794392523364,0.9065420560747663,290.5,1.1841652323580034
726,BHR,2015,Bahrain,785.0,889.0,680.0,0.7649043869516311,True,0.49760765550239233,0.5023923444976077,784.5,0.8667941363926067
729,BHR,2016,Bahrain,824.0,933.0,715.0,0.7663451232583065,False,0.5,0.5,824.0,0.8677184466019418
732,BHR,2017,Bahrain,837.0,953.0,721.0,0.7565582371458552,False,0.5,0.5,837.0,0.8614097968936678
735,BHR,2018,Bahrain,853.0,971.0,736.0,0.7579814624098867,False,0.502127659574468,0.49787234042553197,853.5,0.862331575864089
738,BHR,2019,Bahrain,329.593,313.447,438.514,1.3990052544768334,True,0.12909880304156984,0.8709011969584302,375.9805,1.1663211256966783
741,BHR,2020,Bahrain,353.0,336.0,465.0,1.3839285714285714,False,0.13178294573643412,0.8682170542635659,400.5,1.1610486891385767
744,BHS,2019,Bahamas,4585.317,4911.727,4267.944,0.8689294010029467,False,0.5070186693342323,0.49298133066576766,4589.8355,0.9298686194744888
747,BHS,2023,Bahamas,5778.439,5732.107,5822.117,1.0157027773556915,False,0.5147428063548519,0.4852571936451481,5777.112,1.0077902245966497
751,BIH,2001,Bosnia and Herzegovina,454.336,468.943,424.518,0.9052656719473369,False,0.3288013505908828,0.6711986494091172,446.7305,0.9502776282344724
752,BIH,2006,Bosnia and Herzegovina,484.594,511.878,435.333,0.8504624148722939,True,0.35644392187602075,0.6435560781239793,473.6055,0.9191890719174504
755,BIH,2007,Bosnia and Herzegovina,527.87,547.744,490.653,0.8957706519834083,False,0.3481109106514165,0.6518890893485835,519.1985,0.94502006458031
758,BIH,2008,Bosnia and Herzegovina,611.119,635.019,567.657,0.8939212842450384,False,0.35479944182179846,0.6452005581782015,601.338,0.9439899025173863
761,BIH,2009,Bosnia and Herzegovina,670.678,700.834,616.614,0.879828889580129,False,0.3580622180004747,0.6419377819995253,658.7239999999999,0.936073378228211
764,BIH,2010,Bosnia and Herzegovina,695.575,718.655,654.984,0.9114025505979921,False,0.3624884170187362,0.6375115829812639,686.8195000000001,0.9536479380681533
767,BIH,2011,Bosnia and Herzegovina,704.899,732.468,658.451,0.8989484864867817,False,0.37246848696920953,0.6275315130307905,695.4594999999999,0.9467855425082267
770,BIH,2012,Bosnia and Herzegovina,698.302,722.179,657.0,0.909746752536421,False,0.3663296460516418,0.6336703539483581,689.5895,0.9527407247355129
773,BIH,2013,Bosnia and Herzegovina,726.055,759.072,671.201,0.8842389127777075,False,0.37574398834655415,0.6242560116534459,715.1365000000001,0.9385634770424947
776,BIH,2014,Bosnia and Herzegovina,747.474,780.464,691.555,0.8860818692470119,False,0.371053549134508,0.6289464508654921,736.0095,0.9396006437416907
779,BIH,2015,Bosnia and Herzegovina,737.467,771.291,683.084,0.8856371978928833,False,0.38346163002936307,0.6165383699706369,727.1875,0.9393505801461108
782,BIH,2016,Bosnia and Herzegovina,742.69,778.463,681.73,0.8757384744040501,False,0.36981174986819315,0.6301882501318068,730.0965,0.9337532778201239
785,BIH,2020,Bosnia and Herzegovina,1235.389,1309.794,1112.741,0.8495542047069996,True,0.37758877053381656,0.6224112294661834,1211.2675,0.918658347557414
788,BIH,2021,Bosnia and Herzegovina,1282.689,1345.483,1180.656,0.877496036739223,True,0.38096913733793536,0.6190308626620646,1263.0695,0.9347514131249309
791,BIH,2022,Bosnia and Herzegovina,1357.312,1424.094,1248.069,0.8763950975146303,True,0.37938929129385096,0.620610708706149,1336.0815,0.934126398726425
794,BIH,2023,Bosnia and Herzegovina,1497.914,1572.732,1379.031,0.8768378846491328,True,0.3862551045167551,0.613744895483245,1475.8815,0.9343778616372655
797,BLZ,2014,Belize,1391.585,1408.709,1363.289,0.9677577129130288,False,0.37701453104359306,0.6229854689564069,1385.999,0.9836147067927177
800,BLZ,2015,Belize,1198.595,1207.95,1182.311,0.9787747837244918,False,0.36487382503217647,0.6351261749678235,1195.1305,0.989273556318745
803,BLZ,2016,Belize,1158.471,1172.883,1131.917,0.9650723899996845,False,0.3518039349704631,0.6481960650295369,1152.4,0.9822257896563692
806,BLZ,2017,Belize,1196.215,1211.731,1168.835,0.9645994036630242,False,0.36171204774338145,0.6382879522566185,1190.283,0.9819807558370574
809,BLZ,2018,Belize,1260.64,1255.998,1268.875,1.0102524048605173,False,0.36048769123243535,0.6395123087675647,1262.4365,1.0051000584979917
812,BLZ,2019,Belize,1269.442,1272.123,1265.068,0.9944541526251784,False,0.3800141743444388,0.6199858256555613,1268.5955,0.9972193658262228
815,BLZ,2020,Belize,1020.0,1020.0,900.0,0.8823529411764706,False,-0.0,1.0,960.0,0.9375
818,BMU,2009,Bermuda,5788.7,6396.5,5209.1,0.8143672320800438,False,0.5118746841839316,0.48812531581606844,5802.8,0.897687323361136
819,BMU,2010,Bermuda,5835.5,5949.7,5718.7,0.9611745130006555,False,0.4943722943722936,0.5056277056277064,5834.2,0.9802029412772959
820,BMU,2012,Bermuda,5869.8,6015.6,5732.2,0.9528891548640201,False,0.5144671841919545,0.4855328158080455,5873.9,0.9758763342923782
823,BMU,2013,Bermuda,6221.1,6329.6,6091.5,0.9623830889787663,False,0.45569088618227566,0.5443091138177243,6210.55,0.9808310053054882
826,BOL,1989,Bolivia (Plurinational State of),335.02,387.857,235.256,0.6065534462443632,False,0.3462428162331835,0.6537571837668166,311.5565,0.7550989948853578
827,BOL,1990,Bolivia (Plurinational State of),371.56,432.388,256.767,0.5938347040158376,False,0.34635949003820715,0.6536405099617928,344.5775,0.7451647307209553
